title,url,type,date,content,Stock_Names,Sentiment,Summary
Google wins EU antitrust fine fight but setback for Qualcomm,https://www.moneycontrol.com/news/business/companies/google-wins-eu-antitrust-fine-fight-but-setback-for-qualcomm-12824817.html,World,2024-09-18,alphabet unitâ googleâ legal challenge wednesday 149 billion euro   17 billion  european union antitrust fine  qualcomm failed repeal penalty  rulings underscore outgoing eu antitrust chief margrethe vestager s mixed record defending crackdown big tech court  scored two major wins last week againstâ googleâ separate case apple s tax deal irish authorities  european commission 2019 decision saidâ googleâ abused dominance prevent websites using brokers adsense platform provided search adverts  practices said illegal took place 2006 2016 luxembourgbased general court mostly agreed european union competition enforcer s assessments case  annulled fine  saying commission failed take account relevant circumstances   commission also demonstrated clauses question  first  possibly deterred innovation  next  helpedâ googleâ maintain strengthen dominant position national markets online search advertising issue  last  possibly harmed consumers   judges said  googleâ said case narrow subset textonly search ads placed limited number publishersâ websites   made changes contracts 2016 remove relevant provisions  even commission s decision  pleased court recognised errors original decision annulled fine   company said email  commission  appeal eu court justice  cjeu  points law  said would study judgment reflect possible next steps  adsense fine  one trio fines costâ googleâ total 825 billion euros  triggered complaint microsoft 2010 company last week lost final fight 242 billion euro fine levied using price comparison shopping service gain unfair advantage smaller european rivals  qualcomm s case  us chipmaker managed convince general court trim eu antitrust fine 2387 million euros 242 million euros  judges threw arguments  commission imposed fine 2019  saying qualcomm sold chipsets cost 2009 2011  practice known predatory pricing  thwart british phone software maker icera  part nvidia corp commission said also taken note ruling  qualcomm  appeal cjeu points law  immediately respond request comment ,"rec, acc, bse, iti",POSITIVE,Big tech court scored two major wins last week againstâ googleâ separate case apple s tax deal irish authorities. Googleâ total 825 billion euros  triggered complaint microsoft 2010 company last week lost final fight 242 billion euro fine levied using price comparison shopping service. qualcomm s case  us chipmaker managed convince general court trim eu antitrust fine 2387 million euros 242 million euros.
Traders lock in Fed bets as rate-cut size debate to finally end,https://www.moneycontrol.com/news/business/markets/traders-lock-in-fed-bets-as-rate-cut-size-debate-to-finally-end-12824796.html,World,2024-09-18,bond investors frantically wagering size federal reserve  first interestrate cut four years find whether made right trade  market fully pricing quarterpoint rate reduction wednesday  us central bank expected kick ratecutting cycle  chance bigger move viewed coinflip  treasuries rallied decision  climbing fifthstraight month driving shortdated yields  sensitive fed policy  lowest two years  enthusiasm cuts creating risk sharp losses traders officials opt modest 25basispoint reduction  despite facing uncertain scheduled fed meeting since 2007  futures traders extended record number wagers riding outsized cut ahead fed decision   fed going strike balance   said george catrambone  head fixed income dws americas   market unbalanced respect amount rate cuts  pricing in  coalescing around smaller quarterpoint cut early september  traders boosted bets halfpoint reduction report fed officials split taking aggressive policy path  bill dudley  former president federal reserve bank new york bloomberg opinion columnist  added repricing  declaring fed cut 50 basis points  expected would  still  jpmorgan chase  co one wall street banks forecasting large cut  commentators argue market gone far pricing rate reductions  week heading next year   going close call   said john brady  managing director rj  brien   key question whether fed chair full support committee 50 bps easing  pricing 110 basis points easing year looks  markets may getting little bit ahead terms nearterm cuts   said daniel ivascyn  runs world  largest actively managed fixedincome fund pacific investment management co  reducing exposure  front end yield curve   notes due one two years  instead favoring fiveyear maturities  meanwhile  one world  biggest asset managers vanguard buying us dollar week view market bets federal reserve interestrate cuts overdone  beyond cut  trading influenced centralbank officials outline scope total rate cuts next two years via updated dot plot  well tone press conference chair jerome powell  past two years  treasuries shown tendency rally fed decision  example  yields 10year benchmark security fallen 17 past 20 decision days  dropping average 7 basis points  stocks performed less consistently   p 500 index rising half time period  policysensitive twoyear yield tumbled near 5  late april traded near 35  week  low september 2022  clamor rate cuts gained momentum backdrop easing price pressures signs softening labor market  longerdated treasury yields mostly trading 4   beyond fed  messaging week  also us election november  weaker economy would ultimately vindicate current rally rates   fed data dependent view soft landing likely   said sinead colton grant  chief investment officer bny wealth   10year yield could go low 3   325  couple weak labor reports moderation inflation  ,"rec, upl, iti",POSITIVE,Bond investors frantically wagering size federal reserve  first interestrate cut four years find whether made right trade  market fully pricing quarterpoint rate reduction wednesday  us central bank expected kick ratecutting cycle  chance bigger move viewed coinflip  treasuries rallied decision  climbing fifthstraight month driving shortdated yields  sensitive fed policy. traders officials opt modest 25basispoint reduction  despite facing uncertain scheduled fed meeting since 2007  futures traders extended record number wagers riding outsized cut ahead fed decision.
"Exploding phone, toxic spray: A timeline of covert Israeli hits",https://www.moneycontrol.com/news/world/exploding-phone-toxic-spray-a-timeline-of-covert-israeli-hits-12824761.html,World,2024-09-18,lebanon blamed israel sabotage thousands pagers caused explode  killing several people wounding thousands  apparent bid weaken islamist militant group hezbollah  israel neither confirmed denied responsibility attack  came almost year crossborder rocket fire two sides second front war gaza  united nations  government techindustry officials left scratching heads coordinated series blasts carried  though veterans israel  intelligence agencies mossad shin bet opened assassinations past  required high levels technical operational ingenuity  deadly phone callshin bet used mobile phone secretly fitted explosives kill yahya ayyash  master bombmaker hamas nicknamed  engineer   gaza 1996 palestinian gobetween gave ayyash phone receive call father  israeli eavesdroppers verified ayyash  voice line  phone remotely detonated  causing lethal head injury  neck poisonin retaliation series hamas suicide bombings 1997  firstterm israeli prime minister benjamin netanyahu ordered killing palestinian islamist group  politburo chief  khaled mashaal  jordanian capital amman  two undercover mossad officers sprayed poison onto meshaal  nape left car appointment  one opening preshaken cocacola provide innocent explanation rogue liquid  plan failed meshaal  daughter ran  prompting aide turn around notice wouldbe assassins  captured jordanian police  repatriated israel provided antidote save meshaal  life  fake touristsmahmoud almabhouh  international arms procurer hamas  found dead dubai hotel room 2010 emirati authorities initially deemed death natural causes  reopened case gazabased palestinian group accused israel killing  subsequent investigation uncovered cctv footage mossad hit team  using cloned european passports posing tennisplaying tourists  businesspeople hotel staff  surveilling mabhouh converging hotel room  autopsy determined mabhouh sedated smothered  traffic blastsbetween 2010 2020  halfadozen iranian nuclear scientists killed wounded gun attacks explosions authorities blamed israel  caused magnetized bombs attached vehicles passing motorcyclists  according iranian state media reports  israel  confirmed behind strikes  though officials acknowledged locked shadow war iran  former israeli prime minister  naftali bennett  would later claim responsibility similar assassination iranian capital 2022 satellite snipermohsen fakhrizadeh  iran  chief nuclear scientist  shot dead driving convoy outskirts tehran 2020 iranian media reports said israel used satellitecontrolled sniper rifle mounted back pickup truck equipped ai face recognition  israel  confirm killing  though netanyahu previously identified fakhrizadeh head secret iranian nuclear weapons program  saying   remember name  ,"rec, acc, bse, iti",NEGATIVE,mahmoud almabhouh  international arms procurer hamas  found dead dubai hotel room 2010 emirati authorities initially deemed death natural causes. mossad hit team  using cloned european passports posing tennisplaying tourists  businesspeople. halfadozen iranian nuclear scientists killed wounded gun attacks explosions authorities blamed israel  caused magnetized bombs attached vehicles passing motorcyclists  according iranian state media reports.
Moneycontrol Pro Panorama | Takeaways from Jerome Powell’s bold 50 bps rate cut,https://www.moneycontrol.com/news/business/moneycontrol-pro-panorama-takeaways-from-jerome-powell-bold-50-bps-rate-cut-12825214.html,Economy,2024-09-19,dear reader  panorama newsletter sent moneycontrol pro subscribers market days  offers easy access stories published moneycontrol pro gives little extra setting context event trend investors keep track  strangely  us federal reserve  largerthanexpected rate cut 50 basis points  bps  seem put investors celebratory mood  contrary  us equities ended lower wednesday initial surge benchmarks  time writing  asian indices portrayed mixed sentiments indian benchmarks lacklustre  one reason could typical  sell news  phenomenon muchawaited cycle lower interest rates reality   divergence outsized rate cut ensure inflation kept check joblessness  tick higher also shows concern among federal open market committee  fomc  members growth rates slipping slowing even recession fears comfortably brushed aside    trying achieve situation restore price stability without kind painful increase unemployment come sometimes disinflation   powell  calibrated comment postmeeting press conference  powell  cautious stance suggests big bang rate cut may oneoff  fomc  future decisions hinge data points rather dotplot   another 50 bps calendar year 2024 economists concur  case  given central banks european central bank already started cutting rates week could see decisions direction  marks end pandemicera high interest rate woes  emerging markets  specifically india  rate cut raises hopes reserve bank india  rbi  following fed  though perhaps next meet  market consensus points 25 bps rate cut rbi december would kickstart 75100 bps cuts year steers domestic inflation towards targeted 4 per cent mark  mcpro  edition today series articles key takeaways investors financial markets  foreign institutional investors  fii  fund flows increase surge liquidity indian equity markets  says anubhav sahu article  already  anticipating rate cut  september 2024 fii net inflows rs 31000 crore amounting 42 percent fii net inflows cy24  veteran emerging market investor mark mobius  interview cnbc international  said spite high valuation concerns mid smallcap space  still upbeat india  fii flows  perhaps one could see rotation mid smallcap stocks largecap favourites  said  indian equities outperformed  p 5year basis also trading pricetoearnings multiple ahead 15year mean value  meanwhile  expectations rate cuts us federal reserve already added bond market  optimism along index inclusion earlier   india  bond investors love fed  rate cuts  must show greater appreciation towards rbi keeping steady exchange rate  says colleague aparna iyer  read  another interesting read dinesh unnikrishnan talks impact expected rate cut rbi banking sector  could see nearterm stress banks  profit margins  could augur well asset quality  sum  much awaited rate cut cycle real  fast doses central banks across world deliver complete task reining inflation supporting economic growth  drive financial markets  big risk ignored geopolitics  investing insights research team max healthcare  healthy pricey stock avalon  investors wait making investment  else reading  strengthening group audits benefit investors bajaj auto  market share expands  margins follow  chart day  sme ipo returns showing signs fatigue  geopolitical rivalries changing global natural gas industry dynamics private equity badly  however measure  republished ft  us federal reserve  uncertain destination troubles bond market revolutionising industry  transformative role collaborative robots europe  africa  north carolina flooding  onceinalifetime floods becoming routine diddy  sex trafficking charges suggest crime hiding plain sight reviving voices history  celebrating unsung women india s constituent assembly gst legacy issues undermine government  efforts ease tax structure markets govt mulls key change rules give brokers flexibility use funds tech startups chennai tops gcc headcount growth fy24  hyderabad  bengaluru follow technical picks  dabur india  ntpc  vatsala kamatmoneycontrol pro,"ntpc, bajaj auto, dabur india, rec, acc, rites, iti",NEGATIVE, us federal reserve  largerthanexpected rate cut 50 basis points  bps  seem put investors celebratory mood  contrary  us equities ended lower wednesday initial surge benchmarks. time writing  asian indices portrayed mixed sentiments indian benchmarks lacklustre  one reason could typical  sell news  phenomenon muchawaited cycle lower interest rates reality   divergence outsized rate cut ensure inflation kept check joblessness  tick higher.
"MC Inside Edge: A catchy tagline for REITs needed, Dr Agarwal Eye Hospital's parent firm eyes IPO, slippery road ahead for car makers",https://www.moneycontrol.com/news/business/markets/mc-inside-edge-a-catchy-tagline-for-reits-needed-dr-agarwal-eye-hospitals-parent-firm-eyes-ipo-slippery-road-ahead-for-car-makers-12825079.html,Economy,2024-09-19,reits bhi sahi hai  real estate investment trusts reits sound vehicle gain exposure real estate sector various stakeholders  including capital market regulator  pitching various forums  recent past  however  seen regulator becoming bit less vocal instrument obvious reasons  speaking capital market conference recently  sebi chairperson madhabi puri buch jokingly said talks reits accused âconflict interestâ   welcome change recently wholetime member sebi prodded reits industry promote instrument even work catchy line â  likeâ âmutual funds sahi haiâ  conflict conflict  â reits bhi sahi hai  eye markets dr agarwalâs health care ltd  holding company listed entity dr agarwal s eye hospital set file draft document initial public offer  ipo  next couple weeks  chennaibased entity already appointed kotak mahindra bank morgan stanley investment bankers planned issue  earlier raised rs 1000 crore tpg growth temasek ipo provide two investors  among others  exit opportunity  two global investors collectively hold majority stake around 60 percent dr agarwalâs health care participated two fundraising rounds since may 2022 auto makers look strike balance many months  auto makers facing issue huge inventory pileups festive season fast approaching  time come launch new models well  thatâs rough road auto makers drive  market insiders say auto manufacturers looking strike balance offering huge discounts existing models also cutting roll outs terms overall supply  example  company planned roll 1â lakh units new launch  would  say 60000 even less  best scenarios car makers one needs look ahead also keeping eye rearview mirror ,"kotak mahindra bank, itc, rec, acc, upl, iti",POSITIVE,Capital market regulator pitching various forums  recent past  however  seen regulator becoming bit less vocal instrument obvious reasons  speaking capital market conference recently  sebi chairperson madhabi puri buch jokingly said talks reits accused âconflict interestâ   welcome change recently wholetime member sebi prodded reits industry promote instrument even work catchy line. reits bhi sahi hai  real estate investment trusts reits sound vehicle gain exposure real estate sector.
US Federal Reserve’s uncertain destination troubles the bond market,https://www.moneycontrol.com/news/opinion/us-federal-reserves-uncertain-destination-troubles-the-bond-market-12825006.html,Economy,2024-09-19,federal reserve wednesday began policy easing bang  much focus decision cut interest rates half percentage point twodecade high  key question bond market rates land said done  nobody knows sure  chair jerome powell injected enough uncertainty ensure choppy ride ahead  fed  summary economic projections showed median respondent among federal reserve board members federal reserve bank presidents sees  longerrun  federal funds rate landing around 29   28  previous quarterly update   rate policymakers think prevail balanced economy strong labour market low stable inflation  years  policymakers thought  neutral  around 25   05   real  terms  adjusting inflation 2    estimates drifted higher  suspect could climb bit converge median private sector estimate 31  federal reserve bank new york  survey primary dealers  bloomberg opinion colleague bill dudley  president new york fed 20092018  told wednesday neutral probably around 3  35   could high 4   upshot longerterm bond yields  much room fall nearterm unless economy weakens materially  developments help explain yields 10year treasury note actually rose five basis points fed  decision  theory   neutral  believed function slowmoving factors including demographics productivity   hard know real time  estimates rate started increase meaningfully 2023  large part economy  react expected fed  aggressive rate increases  assumption could raise rates near zero 525  55  still gross domestic product expanding around 25  unemployment rate 4   perhaps policy   restrictive  people previously thought  course   also important distinguish shortterm factors longerrun ones  time  millions households still reaping benefits excess savings ultralow pandemicera mortgages   permanent features us economy   since  unemployment rate climbed 34  early 2023 42   words   getting harder argue rate hikes  working   still decent argument higher neutral rate   moving target  powell acknowledged much press conference  response question christopher rugaber associated press  model based approaches empirically based approaches estimate neutral rate given time  realistically know works  also gave response fox business journalist edward lawrence concerning odds policy rates would return nearzero levels seen financial crisis covid19 pandemic  emphasis mine   intuitively many  many people would say  probably going back era trillions dollars sovereign bonds trading negative rates  longterm bonds trading negative rates looked like neutral rate might even negative seems  far away  sense  going back  know honestly   going find  feels neutral rate probably significantly higher back  high   think know   know works    plenty worth celebrating wednesday  fed announcement   signal inflation dragon mostly slain  size cut reminder policymakers stand ready support labour market head meaningful economic weakening  bond market  sure looks like party  least   members fed  ratesetting committee think neutral interest rates bit higher  puts floor longerterm bond yields foreseeable future  credit  bloomberg,"mphasis, iti",POSITIVE,Federal reserve wednesday began policy easing bang  much focus decision cut interest rates half percentage point twodecade high  key question bond market rates land said done  nobody knows sure  chair jerome powell injected enough uncertainty ensure choppy ride ahead  fed  summary economic projections showed median respondent among federal reserve board members federal reserve bank presidents sees  longerrun  federal funds rate landing around 29   28  previous quarterly update   rate policymakers think prevail.
Moneycontrol Pro Panorama | TrafikSol IPO debacle puts the spotlight on SME listing scrutiny,https://www.moneycontrol.com/news/business/moneycontrol-pro-panorama-trafiksol-ipo-debacle-puts-the-spotlight-on-sme-listing-scrutiny-12824601.html,Economy,2024-09-18,dear reader  panorama newsletter sent moneycontrol pro subscribers market days  offers easy access stories published moneycontrol pro gives little extra setting context event trend investors keep track ofâ rare alarming turn events  listing trafiksol technologies abruptly postponed  even company successfully raised funds ipo  trafiksol s rs 4487 crore issue  oversubscribed staggering 318 times retail category  halted last moment bse  exchange  citing concerns  delayed listing froze use funds  locked escrow account  grey market premium 135 percent disappeared overnight following intervention  incident underscores larger issue within india s sme segmentâ  funds raised without sufficient oversight  sebi regulates capital markets  exchanges entrusted task scrutinising companies listing sme platform  onus falls exchanges  fierce competition attract business  competitive landscape  appears proper vetting taken backseat  trafiksol s case  red flags raised company sought investors  funds  around 40 percent issue s proceedsâ  rs 177 croreâ  earmarked acquisition software company called oasis corpcare  oasis  firm paltry equity capital rs 1 lakh focus auditing bookkeeping  failed file financial reports since 2021 glaring issues came light flagged social media  forced bse take lastminute action halt listing  episode shines harsh spotlight governance sme ipos  companies looking raise funds sme platform least pass smell test  s true systems required listing main board may stringent smaller enterprises  minimum level due diligence essential  particularly concerns use investor funds  recognising issues  sebi considering tightening norms sme listings  however  could doubleedged sword  better scrutiny needed  overly strict regulations could dissuade smaller companies using sme platform altogether  instance  nse recently introduced rule requiring companies show positive free cash flows two last three years  stringent criterion may exclude many growthoriented firms  particularly still early stages scaling  many companies secondary market would meet criterion  growth company early stages typically needs allocate available funds towards scaling executing business plans  result  limited number companies meet stringent criteria set exchange listing  requirements often demand financial metrics young  fastgrowing firms may yet achieve  s question sme exchanges must better scrutinise companies list  s delicate balance strike  regulations become restrictive  could undermine purpose sme platformâ  providing smaller companies viable means raise capital  tighter norms would likely drive companies towards private equity alternative financing routes  limiting growth opportunities  trafiksol fiasco cautionary tale  reveals urgent need stronger regulatory framework ensures basic governance standards met maintaining flexibility necessary smaller enterprises thrive  end  goal balance protecting investors fostering supportive environment india s growing sme sector  stricter regulations imposed  companies may rely private equity funds forms private financing meet capital needs  shift would exclude retail investors opportunity invest small  highgrowth companies early stage  thereby limiting access potentially lucrative investment opportunities could generate substantial returns  investingâ insights research team premium valuation idbi bank pricing impending deal  bharat electronics  comes compelling investment case jk cement  capacity expansion drive earnings else reading  â fed rate cuts drive fund flows emerging markets  core inflation stay wholesale prices manufactured goods fallguruspeak  abhishek kadam  algo trader strategy every market move uli adds new dimension credit market s flux fy24  year banks reclaimed dominance financier india inc stakes gcc gamble  chart day  indian exporters grapple soaring freight costs fed rate cut  vibes big dayâ  republished ft  emerging markets become redundant termâ  republished ft  india must address bangladeshâs challenges directly amid diplomatic tensions inequality isnât problem  uneven growth us locked state debt denial marketsâ qip pipeline worth rs 139 lakh crore set hit market soon tech startupsâ enterprises choosing multicloud sign industry maturing  oracleâs pradeep vincent technical picks  banknifty  hdfc bank  samvardhana motherson international  power finance corporation shishir asthanamoneycontrolâ pro,"hdfc bank, samvardhana motherson international, power finance corporation, rec, bharat electronics, acc, idbi bank, bse, jk cement, iti, hdfc bank",NEGATIVE,Listing of trafiksol technologies abruptly postponed  even company successfully raised funds ipo  traFiksol srs 4487 crore issue  oversubscribed staggering 318 times retail category  halted last moment bse  exchange  citing concerns  delayed listing froze use funds  locked escrow account  grey market premium 135 percent disappeared overnight following intervention  incident underscores larger issue within india s sme segmentâ  funds raised without sufficient oversight.
GST legacy issues can undermine government’s efforts to ease tax structure,https://www.moneycontrol.com/news/opinion/gst-legacy-issues-can-undermine-governments-efforts-to-ease-tax-structure-12824400.html,Economy,2024-09-18,shivam mehta tanya garg amidst trend decisions taken gst council meetings  taxpayers staying hopeful banking heavily council alleviate hardships faced  couple significant decisions taken previous council meeting include reduction gst rates life saving cancer drugs 12 percent 5 percent clarification gst rates services transportation passengers helicopters attract 5 percent tax  relief insurance sector also cards since group ministers  gom  constituted look rate change  even aforementioned decisions truly favour taxpayers  decisions created another set hassles left confused state gst rates extruded products  car seats  exemption foreign airlines etc  gst rate extrudedexpanded savoury food products subject matter debate industry classifying cth 2106 asâ namkeenâ discharging 12 percent gst tax authorities view classifiable cth 1905 attracting 18 percent gst  indicated circular issued 2023 thoughâ recommended products  though classifiable cth 1905 attract 12 percent gst prospectively  relief  far granted past period  leaving ongoing litigations unsettled  moreover  industry takes decision discharge 12 percent gst prospectively cth 1905  possibility jeopardising past litigations ruled  thus  important change reviewed comprehensively implemented carefully tax payers  seat seat  another rate rationalisation attempt  left taxpayers perplexed state gst rates car seats increased 28 percent  press release indicates said rate proposed bring parity seats motorcycles already attract gst rate 28 percent  gst rate 28 percent car seats may cost industry taxpayers ultimately  bigger concern comment made respect motorcycle seats stating already attracts 28 percent gst  gst rate motorcycle seats already litigation since players discharging 18 percent gst  though representations filed industry seeking relief past already table council  issuance aforementioned clarification aggravated situation  unless intervened council government form clarificationexemption past  getting appropriate relief motorcycle seats courts may become uphill task considering inconsistent clarifications issued respect matter  beware unintended consequences similarly  exemption granted foreign airlines  yet  stirred controversy industries  sparked doubts whether exemption warranted similar cases  airlines  import services  though council gearing towards tackling concerns taxpayers  careful decision making highly warranted  absence  benefits meant taxpayers may turn miseries  recent clarifications also demonstrate thoughtful decision must made taxpayers whether approach council ongoing litigation leave matters decided courts  offering relief shaping jurisprudence  moreover  right time gst council meetings prioritize issues national importance impacting consumerpublic large rate rationalisation  bringing ease gst compliance etc   shivam mehta executive partner tanya garg principal associate lakshmikumaran  sridharan  law firm   views personal represent stand publication ,"rec, upl, bse, iti",NEGATIVE,Taxpayers staying hopeful banking heavily council alleviate hardships faced. Council gearing towards tackling concerns taxpayers  careful decision making highly warranted  absence  benefits meant taxpayers may turn miseries  recent clarifications also demonstrate thoughtful decision must made taxpayers.
ONOE represents a disruptive move when federalism is under stress,https://www.moneycontrol.com/news/opinion/onoe-represents-a-disruptive-move-when-federalism-is-under-stress-12825410.html,Politics,2024-09-19,bringing legal changes hold simultaneous elections across levels government  âone nation  one electionâ  onoe   creating common centralised electoral roll promises made bjp manifesto ahead 2024 lok sabha election  keeping  union cabinet september 18 decided go ahead preparatory work  foundation transition onoe laid lok sabha election ninemember committee led former president ram nath kovind presented report march 2024 recommending  report laid reasons also said legal changes synchronising lok sabha state assembly elections require union government get concurrence state assemblies  synchronising local body elections  however  need concurrence level state assemblies  1951 1967  india witnessed onoe  subsequently  electorate didnât always give decisive mandate  governments didnât last full course elections became asynchronous  happened natural course indiaâs democratic evolution  therefore  current drive onoe reset democracy terminating life state assemblies finish natural course  needs happen   political parties favour disruptive step  kovind committee report said 15 47 political parties  32 percent  consulted favour onoe  disruption scale entire cost transitioning onoe borne states needs powerful reason  arguments favour strongest arguments favour onoe kovind committee report benefits administrative system provides manpower election machinery  benefits includes less disruption staff level cost compression  weak link unconvincing aspect kovind committee report attempt link economic growth outcomes simultaneous elections  report sidesteps important aspect indiaâs economic track record  economic growth spurt last 44 years came asynchronous elections  report appears incorrectly conflate policy stability elections  often unrelated  illustrate  1990s  india five prime ministers  economic policy across governments displayed level consistency produced significant benefits later  federal argument transition onoe clear downsides states  comprehensive assessment costs benefits kovind committee attemptedâ committee necessarily limited assessment narrow remit  high point indian federalism transition gst 2017  represented efforts four union governments willingness part states voluntarily forego unilateral taxation powers larger cause  since  federalism stress  one area itâs clearly evident presentations oppositionadministered states making 16thâ finance commission  commission midst information gathering prior preparing report  report tabled time states feel getting raw deal allocation resources  illustrate  presentation finance commission august  karnataka government asked cess surcharge levied union government capped 5 percent gross tax revenue  gtr   background demand cess surcharge excluded divisible pool tax resources shared among centre states  oppositionadministered vocal displeasure growing level cess surcharge make gtr reduces fiscal space get fulfil promises made state election manifesto  case onoe onoe represent disruption rather revolution  nda government september 18 justified decision starting transition onoe citing recommendations kovind committee  justify level disruption  need benefits far greater kovind committee detailed  committee  limited remit  ignores current political environment india stress centrestate relations  scale political costs transition depend heavily harmony union government oppositionadministered states  one thing absolutely clear long left goodwill needed roll gst behind us  thereâs bitterness relationship  makes case transition onoe weak underestimating political costs  itâs best drop idea  instead  reset centrestate relations priority ,"rec, bse, iti",NEGATIVE,Bjp manifesto ahead 2024 lok sabha election  keeping  union cabinet september 18 decided go ahead preparatory work. bringing legal changes hold simultaneous elections across levels government  âone nation  one electionâ  onoe   creating common centralised electoral roll promises made.
Reviving the Voices of History: Celebrating the unsung women of India's constituent assembly,https://www.moneycontrol.com/news/opinion/reviving-the-voices-of-history-celebrating-the-unsung-women-of-indias-constituent-assembly-12824582.html,Politics,2024-09-18,introduction book incarnations  history india 50 lives  sunil khilnani writes   india  history curiously unpeopled place  dynasties  epochs  religions  castes  many individuals  beyond iconic names  important historical figures recede haze  book aims  dispelling fog telling india s story fifty remarkable lives  india  constitutional journey started enactment constitution 1950 however  trajectory laid four years prior  december 1946  299 members constituent assembly met first time central hall old parliament house  seated central hall stalwarts fields freedom movement  maledominated assembly  15 women stood tall  sadly  contributions receive recognition deserved  5 percent total membership  voices could easily gone unheard  however  women high calibre mettle  made voices heard  dissent registered  barring  stories half get due recognition pages history  however  finally  life stories retrieved  haze  historical oblivion wonderful new book titled the fifteen  lives times women india  constituent assembly  authored angellica aribam akash satyawali  authors make pertinent point write   although constituent assembly meant microcosm india  certain sections population adequately represented  fifteen women members distinguished body  fact 15 women members assembly  came 13 resignations leela roy malati choudhury  speaks volumes maledominated society  even 76 years independence  india held general elections 2024  chose merely 74 female members  15 percent total membership  thus  small number women members assembly time surprising  rather  historical indifference recording achievements surprising  book fills large gap providing short biographical accounts women leaders  sketches short times leave readers wanting  nevertheless  provides solid background politics  ideology  social context  philosophy struggles contribution nationbuilding  book full rich interesting anecdotes related members spice historical retelling extraordinary lives  example  name ammu swaminathan might ring bell majority readers initially  becomes familiar revealed mother captain lakshmi sahgal  iconic commander rani jhansi regiment indian national army  ina   ammu  struggle caste discrimination fight women s rights especially context property rights inspiring  time   socialite  lifestyle illustrious family tree mrinalini sarabhai daughter vikram sarabhai soninlaw make extremely fascinating  similarly  story annie mascarene  latin christian struggle double odds gender castebased discrimination inspiring  struggle accentuated financial constraints  however  grit determination  went double later fetched law degree  constituent assembly debate  lent powerful voice important constitutional issues  majority women members came relatively privileged backgrounds  royalty politically socially influential families  majority women social conditioning made wereindependent  educated  politically aware socially assertive  exceptions noteworthy among dakshayini velayudhan  velayudhan belonged pulya caste  marked untouchables  slave caste   extent discrimination injustice caste faced gauged fact  highlighted authors  pulya women allowed wear upper clothes children barred government school  coming background achieving excellence education becoming prominent voice dalit community marginalised class  story inspire anyone  women profiled book illustrious careers  rajkumari amrit kaur became india  first health minister  sarojini naidua household name  became india  first woman governor  sucheta kripalani became india  first woman chief minister populous politically significant state  vijaya lakshmi pandit headed delegation un general assembly session 1946 later became ambassador russia  rose prominence sheer hard work  contributed immensely widely celebrated  however  life stories members like kamla chaudhuri  malati devi choudhury durgabai deshmukh remained largely buried government archives away mainstream  book makes serious attempt unearth stories pave way research might result detailed biographical accounts great personalities  india prepares celebrate 75th year republic  contribution 15 women icons needs celebrated  reading book good starting point ,"rec, acc, rites, iti",POSITIVE,New book titled the fifteen  lives times women india  constituent assembly  authored angellica aribam akash satyawali. 50 lives  sunil khilnani writes   india history curiously unpeopled place  dynasties  epochs  religions  castes  many individuals beyond iconic names  important historical figures recede haze.
Ram Nath Kovind panel report on simultaneous polls placed before Cabinet: Report,https://www.moneycontrol.com/news/politics/ram-nath-kovind-panel-report-on-simultaneous-polls-placed-before-cabinet-sources-12824464.html,Politics,2024-09-18,report highlevel committee  one nation  one election  placed union cabinet wednesday  sources said  panel headed former president ram nath kovind submitted report march ahead announcement lok sabha elections  placing report cabinet part law ministry  100day agenda  highlevel committee recommended simultaneous elections lok sabha state assemblies first step followed synchronised local body polls within 100 days  panel also proposed setting  implementation group  look execution recommendations made committee  simultaneous polls help save resources  spur development social cohesion  deepen  foundations democratic rubric  help realise aspirations  india  bharat   panel said  panel also recommended preparation common electoral roll voter id cards election commission india  eci  consultation state election authorities  present  eci responsible lok sabha assembly polls  local body polls municipalities panchayats managed state election commissions  panel recommended many 18 constitutional amendments  need ratification state assemblies  however  would require certain constitution amendment bills would need passed parliament  proposed changes regarding single electoral roll single voter id card would need ratification least half states  separately  law commission also likely come soon report simultaneous polls  prime minister narendra modi strong votary  sources said law commission likely recommend holding simultaneous polls three tiers government  lok sabha  state assemblies local bodies like municipalities panchayats  starting 2029 provision unity government cases like hung house ,"rec, iti",POSITIVE,Highlevel committee recommended simultaneous elections lok sabha state assemblies first step followed synchronised local body polls within 100 days. 18 constitutional amendments  need ratification state assemblies  however  would require certain constitution amendment bills would need passed parliament. proposed changes regarding single electoral roll single voter id card would need ratification least half states  separately.
