,Symbol,Identifier,Company,ISIN
3925,NATCOPHARM,NATCOPHARMEQN,Natco Pharma Limited,INE987B01026
3926,ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027
3927,SANOFI,SANOFIEQN,Sanofi India Limited,INE058A01010
3928,MANKIND,MANKINDEQN,Mankind Pharma Limited,INE634S01028
3929,PSB,PSBEQN,Punjab & Sind Bank,INE608A01012
3930,UCOBANK,UCOBANKEQN,UCO Bank,INE691A01018
3931,IOB,IOBEQN,Indian Overseas Bank,INE565A01014
3932,PNB,PNBEQN,Punjab National Bank,INE160A01022
3933,BANKBARODA,BANKBARODAEQN,Bank of Baroda,INE028A01039
3934,INDIANB,INDIANBEQN,Indian Bank,INE562A01011
3935,CANBK,CANBKEQN,Canara Bank,INE476A01022
3936,CENTRALBK,CENTRALBKEQN,Central Bank of India,INE483A01010
3937,MAHABANK,MAHABANKEQN,Bank of Maharashtra,INE457A01014
3938,SBIN,SBINEQN,State Bank of India,INE062A01020
3939,UNIONBANK,UNIONBANKEQN,Union Bank of India,INE692A01016
3940,BANKINDIA,BANKINDIAEQN,Bank of India,INE084A01016
3941,OBEROIRLTY,OBEROIRLTYEQN,Oberoi Realty Limited,INE093I01010
3942,BRIGADE,BRIGADEEQN,Brigade Enterprises Limited,INE791I01019
3943,DLF,DLFEQN,DLF Limited,INE271C01023
3944,GODREJPROP,GODREJPROPEQN,Godrej Properties Limited,INE484J01027
3945,PHOENIXLTD,PHOENIXLTDEQN,The Phoenix Mills Limited,INE211B01039
3946,MAHLIFE,MAHLIFEEQN,Mahindra Lifespace Developers Limited,INE813A01018
3947,SUNTECK,SUNTECKEQN,Sunteck Realty Limited,INE805D01034
3948,LODHA,LODHAEQN,Macrotech Developers Limited,INE670K01029
3949,PRESTIGE,PRESTIGEEQN,Prestige Estates Projects Limited,INE811K01011
3950,SOBHA,SOBHAEQN,Sobha Limited,INE671H01015
3951,BANDHANBNK,BANDHANBNKEQN,Bandhan Bank Limited,INE545U01014
3952,RBLBANK,RBLBANKEQN,RBL Bank Limited,INE976G01028
3953,KOTAKBANK,KOTAKBANKEQN,Kotak Mahindra Bank Limited,INE237A01028
3954,INDUSINDBK,INDUSINDBKEQN,IndusInd Bank Limited,INE095A01012
3955,ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021
3956,CUB,CUBEQN,City Union Bank Limited,INE491A01021
3957,AXISBANK,AXISBANKEQN,Axis Bank Limited,INE238A01034
3958,HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013
3959,IDFCFIRSTB,IDFCFIRSTBEQN,IDFC First Bank Limited,INE092T08CP8
3960,FEDERALBNK,FEDERALBNKEQN,The Federal Bank  Limited,INE171A01029
3961,CIPLA,CIPLAEQN,Cipla Limited,INE059A01026
3962,DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024
3963,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024
3964,LAURUSLABS,LAURUSLABSEQN,Laurus Labs Limited,INE947Q01028
3965,METROPOLIS,METROPOLISEQN,Metropolis Healthcare Limited,INE112L01020
3966,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014
3967,ALKEM,ALKEMEQN,Alkem Laboratories Limited,INE540L01014
3968,LUPIN,LUPINEQN,Lupin Limited,INE326A01037
3969,MAXHEALTH,MAXHEALTHEQN,Max Healthcare Institute Limited,INE027H01010
3970,TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028
3971,GRANULES,GRANULESEQN,Granules India Limited,INE101D01020
3972,IPCALAB,IPCALABEQN,IPCA Laboratories Limited,INE571A01038
3973,ABBOTINDIA,ABBOTINDIAEQN,Abbott India Limited,INE358A01014
3974,LALPATHLAB,LALPATHLABEQN,Dr. Lal Path Labs Ltd.,INE600L01024
3975,AUROPHARMA,AUROPHARMAEQN,Aurobindo Pharma Limited,INE406A01037
3976,BIOCON,BIOCONEQN,Biocon Limited,INE376G01013
3977,DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051
3978,GLENMARK,GLENMARKEQN,Glenmark Pharmaceuticals Limited,INE935A01035
3979,ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027
3980,SYNGENE,SYNGENEEQN,Syngene International Limited,INE398R01022
3981,DIXON,DIXONEQN,Dixon Technologies (India) Limited,INE935N01020
3982,BLUESTARCO,BLUESTARCOEQN,Blue Star Limited,INE472A01039
3983,TITAN,TITANEQN,Titan Company Limited,INE280A07025
3984,VOLTAS,VOLTASEQN,Voltas Limited,INE226A01021
3985,WHIRLPOOL,WHIRLPOOLEQN,Whirlpool of India Limited,INE716A01013
3986,HAVELLS,HAVELLSEQN,Havells India Limited,INE176B01034
3987,BATAINDIA,BATAINDIAEQN,Bata India Limited,INE176A01028
3988,AMBER,AMBEREQN,Amber Enterprises India Limited,INE371P01015
3989,KAJARIACER,KAJARIACEREQN,Kajaria Ceramics Limited,INE217B01036
3990,CENTURYPLY,CENTURYPLYEQN,Century Plyboards (India) Limited,INE348B01021
3991,CERA,CERAEQN,Cera Sanitaryware Limited,INE739E01017
3992,CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018
3993,KALYANKJIL,KALYANKJILEQN,Kalyan Jewellers India Limited,INE303R01014
3994,RAJESHEXPO,RAJESHEXPOEQN,Rajesh Exports Limited,INE343B01030
3995,VGUARD,VGUARDEQN,V-Guard Industries Limited,INE951I01027
3996,MGL,MGLEQN,Mahanagar Gas Limited,INE002S01010
3997,PETRONET,PETRONETEQN,Petronet LNG Limited,INE347G01014
3998,IGL,IGLEQN,Indraprastha Gas Limited,INE203G01027
3999,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018
4000,AEGISLOG,AEGISLOGEQN,Aegis Logistics Limited,INE208C01025
4001,HINDPETRO,HINDPETROEQN,Hindustan Petroleum Corporation Limited,INE169701013
4002,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011
4003,ATGL,ATGLEQN,Adani Total Gas Limited,INE399L01023
4004,GAIL,GAILEQN,GAIL (India) Limited,INE129A01019
4005,GSPL,GSPLEQN,Gujarat State Petronet Limited,INE246F01010
4006,GUJGASLTD,GUJGASLTDEQN,Gujarat Gas Limited,INE844O01030
4007,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010
4008,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029
4009,OIL,OILEQN,Oil India Limited,INE274J01014
4010,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027
4011,LAURUSLABS,LAURUSLABSEQN,Laurus Labs Limited,INE947Q01028
4012,METROPOLIS,METROPOLISEQN,Metropolis Healthcare Limited,INE112L01020
4013,ALKEM,ALKEMEQN,Alkem Laboratories Limited,INE540L01014
4014,LUPIN,LUPINEQN,Lupin Limited,INE326A01037
4015,MAXHEALTH,MAXHEALTHEQN,Max Healthcare Institute Limited,INE027H01010
4016,GRANULES,GRANULESEQN,Granules India Limited,INE101D01020
4017,IPCALAB,IPCALABEQN,IPCA Laboratories Limited,INE571A01038
4018,ASTERDM,ASTERDMEQN,Aster DM Healthcare Limited,INE914M01019
4019,ABBOTINDIA,ABBOTINDIAEQN,Abbott India Limited,INE358A01014
4020,SUVENPHAR,SUVENPHAREQN,Suven Pharmaceuticals Limited,INE03QK01018
4021,LALPATHLAB,LALPATHLABEQN,Dr. Lal Path Labs Ltd.,INE600L01024
4022,AUROPHARMA,AUROPHARMAEQN,Aurobindo Pharma Limited,INE406A01037
4023,BIOCON,BIOCONEQN,Biocon Limited,INE376G01013
4024,RAINBOW,RAINBOWEQN,Rainbow Childrens Medicare Limited,INE961O01016
4025,GLENMARK,GLENMARKEQN,Glenmark Pharmaceuticals Limited,INE935A01035
4026,FORTIS,FORTISEQN,Fortis Healthcare Limited,INE061F13018
4027,JBCHEPHARM,JBCHEPHARMEQN,JB Chemicals & Pharmaceuticals Limited,INE572A01036
4028,GLAND,GLANDEQN,Gland Pharma Limited,INE068V01023
4029,NATCOPHARM,NATCOPHARMEQN,Natco Pharma Limited,INE987B01026
4030,GLAXO,GLAXOEQN,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016
4031,APLLTD,APLLTDEQN,Alembic Pharmaceuticals Limited,INE901L01018
4032,NH,NHEQN,Narayana Hrudayalaya Ltd.,INE410P01011
4033,KIMS,KIMSEQN,Krishna Institute of Medical Sciences Limited,INE967H01017
4034,AJANTPHARM,AJANTPHARMEQN,Ajanta Pharma Limited,INE031B01049
4035,PPLPHARMA,PPLPHARMAEQN,Piramal Pharma Limited,INE0DK501011
4036,SYNGENE,SYNGENEEQN,Syngene International Limited,INE398R01022
4037,MEDANTA,MEDANTAEQN,Global Health Limited,INE474Q01031
4038,POLYMED,POLYMEDEQN,Poly Medicure Limited,INE205C01021
4039,SANOFI,SANOFIEQN,Sanofi India Limited,INE058A01010
4040,MANKIND,MANKINDEQN,Mankind Pharma Limited,INE634S01028
4041,PIIND,PIINDEQN,PI Industries Limited,INE603J01030
4042,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021
4043,VEDL,VEDLEQN,Vedanta Limited,INE205A01025
4044,JINDALSTEL,JINDALSTELEQN,Jindal Steel & Power Limited,INE749A01030
4045,SAIL,SAILEQN,Steel Authority of India Limited,INE114A01011
4046,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018
4047,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020
4048,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014
4049,UPL,UPLEQN,UPL Limited,INE628A03016
4050,JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038
4051,ADANIPOWER,ADANIPOWEREQN,Adani Power Limited,INE814H01011
4052,DALBHARAT,DALBHARATEQN,Dalmia Bharat Limited,INE00R701025
4053,SRF,SRFEQN,SRF Limited,INE647A01010
4054,TATACHEM,TATACHEMEQN,Tata Chemicals Limited,INE344201012
4055,ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011
4056,ACC,ACCEQN,ACC Limited,INE012A01025
4057,GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021
4058,APLAPOLLO,APLAPOLLOEQN,APL Apollo Tubes Limited,INE702C01027
4059,AMBUJACEM,AMBUJACEMEQN,Ambuja Cements Limited,INE079A01024
4060,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018
4061,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3
4062,HINDPETRO,HINDPETROEQN,Hindustan Petroleum Corporation Limited,INE169701013
4063,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011
4064,PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026
4065,SHREECEM,SHREECEMEQN,SHREE CEMENT LIMITED,INE070A01015
4066,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010
4067,ADANIENSOL,ADANIENSOLEQN,Adani Energy Solutions Limited,INE931S01010
4068,DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029
4069,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029
4070,ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010
4071,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021
4072,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024
4073,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024
4074,INDHOTEL,INDHOTELEQN,The Indian Hotels Company Limited,INE053A13016
4075,NAUKRI,NAUKRIEQN,Info Edge (India) Limited,INE663F01024
4076,ZOMATO,ZOMATOEQN,Zomato Limited,INE758T01015
4077,M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026
4078,MAXHEALTH,MAXHEALTHEQN,Max Healthcare Institute Limited,INE027H01010
4079,ITC,ITCEQN,ITC Limited,INE154A01025
4080,TITAN,TITANEQN,Titan Company Limited,INE280A07025
4081,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021
4082,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010
4083,DLF,DLFEQN,DLF Limited,INE271C01023
4084,ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026
4085,VBL,VBLEQN,Varun Beverages Limited,INE200M01021
4086,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026
4087,TRENT,TRENTEQN,Trent Limited,INE849A13017
4088,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010
4089,HAVELLS,HAVELLSEQN,Havells India Limited,INE176B01034
4090,BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052
4091,MARICO,MARICOEQN,Marico Limited,INE196A01026
4092,TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025
4093,DABUR,DABUREQN,Dabur India Limited,INE016A01026
4094,HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027
4095,NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024
4096,ADANIENSOL,ADANIENSOLEQN,Adani Energy Solutions Limited,INE931S01010
4097,COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022
4098,GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028
4099,UNITDSPR,UNITDSPREQN,United Spirits Limited,INE854D01024
4100,DMART,DMARTEQN,Avenue Supermarts Limited,INE192R01011
4101,SJVN,SJVNEQN,SJVN Limited,INE002L01015
4102,BEL,BELEQN,Bharat Electronics Limited,INE263A01024
4103,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014
4104,NHPC,NHPCEQN,NHPC Limited,INE848E07542
4105,NLCINDIA,NLCINDIAEQN,NLC India Limited,INE589A01014
4106,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010
4107,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3
4108,COCHINSHIP,COCHINSHIPEQN,Cochin Shipyard Limited,INE704P01025
4109,NBCC,NBCCEQN,NBCC (India) Limited,INE095N01031
4110,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029
4111,OIL,OILEQN,Oil India Limited,INE274J01014
4112,BHARATFORG,BHARATFORGEQN,Bharat Forge Limited,INE465A13020
4113,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029
4114,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021
4115,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024
4116,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024
4117,BALKRISIND,BALKRISINDEQN,Balkrishna Industries Limited,INE787D01026
4118,INDHOTEL,INDHOTELEQN,The Indian Hotels Company Limited,INE053A13016
4119,ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042
4120,CONCOR,CONCOREQN,Container Corporation of India Limited,INE111A01025
4121,CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020
4122,LT,LTEQN,Larsen & Toubro Limited,INE018A01030
4123,PETRONET,PETRONETEQN,Petronet LNG Limited,INE347G01014
4124,DLF,DLFEQN,DLF Limited,INE271C01023
4125,ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011
4126,GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021
4127,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010
4128,AMBUJACEM,AMBUJACEMEQN,Ambuja Cements Limited,INE079A01024
4129,IRCTC,IRCTCEQN,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020
4130,SIEMENS,SIEMENSEQN,Siemens Limited,INE003A01024
4131,INDIGO,INDIGOEQN,InterGlobe Aviation Limited,INE646L01027
4132,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018
4133,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3
4134,GODREJPROP,GODREJPROPEQN,Godrej Properties Limited,INE484J01027
4135,HINDPETRO,HINDPETROEQN,Hindustan Petroleum Corporation Limited,INE169701013
4136,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011
4137,GAIL,GAILEQN,GAIL (India) Limited,INE129A01019
4138,SHREECEM,SHREECEMEQN,SHREE CEMENT LIMITED,INE070A01015
4139,MRF,MRFEQN,MRF Limited,INE883A01011
4140,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010
4141,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029
4142,MPHASIS,MPHASISEQN,MphasiS Limited,INE356A01018
4143,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029
4144,VEDL,VEDLEQN,Vedanta Limited,INE205A01025
4145,SCHAEFFLER,SCHAEFFLEREQN,Schaeffler India Limited,INE513A01022
4146,ABB,ABBEQN,ABB India Limited,INE117A01022
4147,GRINDWELL,GRINDWELLEQN,Grindwell Norton Limited,INE536A01023
4148,CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020
4149,ESCORTS,ESCORTSEQN,Escorts Kubota Limited,INE042A01014
4150,ABBOTINDIA,ABBOTINDIAEQN,Abbott India Limited,INE358A01014
4151,AMBUJACEM,AMBUJACEMEQN,Ambuja Cements Limited,INE079A01024
4152,PGHH,PGHHEQN,Procter & Gamble Hygiene and Health Care Limited,INE179A01014
4153,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010
4154,SIEMENS,SIEMENSEQN,Siemens Limited,INE003A01024
4155,HONAUT,HONAUTEQN,Honeywell Automation India Limited,INE671A01010
4156,JBCHEPHARM,JBCHEPHARMEQN,JB Chemicals & Pharmaceuticals Limited,INE572A01036
4157,GLAND,GLANDEQN,Gland Pharma Limited,INE068V01023
4158,3MINDIA,3MINDIAEQN,3M India Limited,INE470A01017
4159,BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052
4160,BATAINDIA,BATAINDIAEQN,Bata India Limited,INE176A01028
4161,BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026
4162,HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027
4163,NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024
4164,OFSS,OFSSEQN,Oracle Financial Services Software Limited,INE881D01027
4165,TIMKEN,TIMKENEQN,Timken India Limited,INE325A01013
4166,SKFINDIA,SKFINDIAEQN,SKF India Limited,INE640A01023
4167,COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022
4168,CRISIL,CRISILEQN,CRISIL Limited,INE007A01025
4169,LINDEINDIA,LINDEINDIAEQN,Linde India Limited,INE473A01011
4170,UNITDSPR,UNITDSPREQN,United Spirits Limited,INE854D01024
4171,UBL,UBLEQN,United Breweries Limited,INE686F01025
4172,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029
4173,CIPLA,CIPLAEQN,Cipla Limited,INE059A01026
4174,WIPRO,WIPROEQN,Wipro Limited,INE075A01022
4175,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014
4176,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027
4177,INFY,INFYEQN,Infosys Limited,INE009A01021
4178,ITC,ITCEQN,ITC Limited,INE154A01025
4179,TITAN,TITANEQN,Titan Company Limited,INE280A07025
4180,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021
4181,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029
4182,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026
4183,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010
4184,BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052
4185,TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025
4186,HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027
4187,NMDC,NMDCEQN,NMDC Limited,INE584A01023
4188,SAIL,SAILEQN,Steel Authority of India Limited,INE114A01011
4189,PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422
4190,BEL,BELEQN,Bharat Electronics Limited,INE263A01024
4191,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014
4192,CONCOR,CONCOREQN,Container Corporation of India Limited,INE111A01025
4193,RECLTD,RECLTDEQN,REC Limited,INE020B07IF7
4194,NHPC,NHPCEQN,NHPC Limited,INE848E07542
4195,LICI,LICIEQN,Life Insurance Corporation Of India,INE0J1Y01017
4196,BHEL,BHELEQN,Bharat Heavy Electricals Limited,INE257A01026
4197,HAL,HALEQN,Hindustan Aeronautics Limited,INE066F01020
4198,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010
4199,IRCTC,IRCTCEQN,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020
4200,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3
4201,HINDPETRO,HINDPETROEQN,Hindustan Petroleum Corporation Limited,INE169701013
4202,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011
4203,GAIL,GAILEQN,GAIL (India) Limited,INE129A01019
4204,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010
4205,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029
4206,OIL,OILEQN,Oil India Limited,INE274J01014
4207,SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9
4208,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021
4209,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024
4210,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024
4211,ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042
4212,WIPRO,WIPROEQN,Wipro Limited,INE075A01022
4213,SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016
4214,LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019
4215,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027
4216,INFY,INFYEQN,Infosys Limited,INE009A01021
4217,HDFCLIFE,HDFCLIFEEQN,HDFC Life Insurance Company Limited,INE795G01014
4218,NAUKRI,NAUKRIEQN,Info Edge (India) Limited,INE663F01024
4219,ZOMATO,ZOMATOEQN,Zomato Limited,INE758T01015
4220,MAXHEALTH,MAXHEALTHEQN,Max Healthcare Institute Limited,INE027H01010
4221,BAJFINANCE,BAJFINANCEEQN,Bajaj Finance Limited,INE296A13011
4222,KOTAKBANK,KOTAKBANKEQN,Kotak Mahindra Bank Limited,INE237A01028
4223,INDUSINDBK,INDUSINDBKEQN,IndusInd Bank Limited,INE095A01012
4224,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029
4225,ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021
4226,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010
4227,SBIN,SBINEQN,State Bank of India,INE062A01020
4228,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3
4229,JIOFIN,JIOFINEQN,Jio Financial Services Limited,INE758E01017
4230,BAJAJFINSV,BAJAJFINSVEQN,Bajaj Finserv Limited,INE918I01026
4231,GAIL,GAILEQN,GAIL (India) Limited,INE129A01019
4232,TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036
4233,AXISBANK,AXISBANKEQN,Axis Bank Limited,INE238A01034
4234,HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013
4235,ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010
4236,DMART,DMARTEQN,Avenue Supermarts Limited,INE192R01011
4237,SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9
4238,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024
4239,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024
4240,ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042
4241,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018
4242,ADANIENT,ADANIENTEQN,Adani Enterprises Limited,INE423A01024
4243,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014
4244,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022
4245,TITAN,TITANEQN,Titan Company Limited,INE280A07025
4246,BAJFINANCE,BAJFINANCEEQN,Bajaj Finance Limited,INE296A13011
4247,INDUSINDBK,INDUSINDBKEQN,IndusInd Bank Limited,INE095A01012
4248,SBIN,SBINEQN,State Bank of India,INE062A01020
4249,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010
4250,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018
4251,AXISBANK,AXISBANKEQN,Axis Bank Limited,INE238A01034
4252,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029
4253,BANDHANBNK,BANDHANBNKEQN,Bandhan Bank Limited,INE545U01014
4254,DIXON,DIXONEQN,Dixon Technologies (India) Limited,INE935N01020
4255,UPL,UPLEQN,UPL Limited,INE628A03016
4256,LUPIN,LUPINEQN,Lupin Limited,INE326A01037
4257,AUROPHARMA,AUROPHARMAEQN,Aurobindo Pharma Limited,INE406A01037
4258,POLYCAB,POLYCABEQN,Polycab India Limited,INE455K01017
4259,PERSISTENT,PERSISTENTEQN,Persistent Systems Limited,INE262H01021
4260,GODREJPROP,GODREJPROPEQN,Godrej Properties Limited,INE484J01027
4261,HDFCAMC,HDFCAMCEQN,HDFC Asset Management Company Limited,INE127D01025
4262,COFORGE,COFORGEEQN,Coforge Limited,INE591G01017
4263,JUBLFOOD,JUBLFOODEQN,Jubilant Foodworks Limited,INE797F01020
4264,PAGEIND,PAGEINDEQN,Page Industries Limited,INE761H01022
4265,IDFCFIRSTB,IDFCFIRSTBEQN,IDFC First Bank Limited,INE092T08CP8
4266,FEDERALBNK,FEDERALBNKEQN,The Federal Bank  Limited,INE171A01029
4267,PAYTM,PAYTMEQN,One 97 Communications Limited,INE982J01020
4268,MPHASIS,MPHASISEQN,MphasiS Limited,INE356A01018
4269,IDEA,IDEAEQN,Vodafone Idea Limited,INE669E01016
4270,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024
4271,WIPRO,WIPROEQN,Wipro Limited,INE075A01022
4272,SONATSOFTW,SONATSOFTWEQN,Sonata Software Limited,INE269A01021
4273,LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019
4274,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027
4275,INFY,INFYEQN,Infosys Limited,INE009A01021
4276,TATACOMM,TATACOMMEQN,Tata Communications Limited,INE151A01013
4277,BSOFT,BSOFTEQN,BIRLASOFT LIMITED,INE836A01035
4278,NAUKRI,NAUKRIEQN,Info Edge (India) Limited,INE663F01024
4279,ZOMATO,ZOMATOEQN,Zomato Limited,INE758T01015
4280,AFFLE,AFFLEEQN,Affle (India) Limited,INE00WC01027
4281,TANLA,TANLAEQN,Tanla Platforms Limited,INE483C01032
4282,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029
4283,TATAELXSI,TATAELXSIEQN,Tata Elxsi Limited,INE670A01012
4284,IRCTC,IRCTCEQN,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020
