,title,url,type,date,content,stock_map
39,"Renewable energy firm Juniper rules out immediate IPO plans, says company 'sufficiently funded'",https://www.moneycontrol.com/news/business/renewable-energy-firm-juniper-rules-out-immediate-ipo-plans-says-company-sufficiently-funded-12819492.html,Companies,2024-09-11,delhibased clean energy firm juniperâ green energy immediate plans toâ tap equityâ marketâ initial public offer  ipo  instead opted raise additional funds existing investors  chief executive officer naresh mansukhani told moneycontrol exclusive interview  added company wellfunded existing investors  total funding expected approach  450 million soonâ independent renewableâ power producerâ operatesâ solar  wind hybrid power projects  company 25â gigawattsâ  gw  â projects pipeline construction expected competed 2026   investors started platform commitment  200 million equity grew  commitment increased  350 million  increased another  100 million   sufficiently funded next two years   said mansukhani  company backed singaporebased investment firm capital genevabased energy commodities trader vitol  expects investors raise funding future based juniper s growth trajectory  may year  moneycontrol reported citing sources juniperâ initiated talks investment banks evaluate initial public offering  ipo   could see company raise much  200250 million  mansukhani said   immediate plans go public  reinforced company sufficiently funded new set investments existing investors  power plans may  company signed power purchase agreement  ppa  stateownedâ satluj jal vidyut nigam  sjvn  securing 320 mega watts  mw  firm dispatchable renewable energy  fdre  contract  76 percent company s portfolio isâ hybrid fdre projects  company portfolio 1 gigawatts operating renewable energy capacity  development pipeline 5 gw solar  wind hybrid projects  according website  asked rising delays securing power purchase agreements  ppas  renewable power  mansukhani noted   s good backlog  seen projects built year ago nt ppas signed yet   approximately 25 gw projects  company completed three five monthsâ ago  yet sign ppas power distribution companies  discoms   mansukhaniâ saidâ company adhered strict criteria selecting projects offer clear commercial benefits avoided participating bids meet standards  according mint report  30 gw renewable power failed attract buyers amid lack uniform tariffs better grid connectivity   mansukhani saidâ buyers still prefer renewable power rs 3 isâ psychological barrier dictates anything expensive  challenges securing ppas come even centre aimsâ tender 50 gw green power projects every year till fy28 support india s ambitions achieve 500 gw renewable energy 2030 ,sjvn
40,Stats ministry to start annual capex survey to track private capital spending from this fiscal,https://www.moneycontrol.com/news/business/economy/stats-ministry-to-start-annual-capex-survey-to-track-private-capital-spending-from-this-fiscal-12820217.html,Economy,2024-09-12,ministry statistics program implementation start annual capex survey track annual private sector capital spending year  annual exercise start year run conjunction annual survey industries  tracks output  valueadded  employment across manufacturing sector enterprises  ministry also conducts annual survey service sector enterprises track services sector contribution economy annual survey unincorporated enterprises  tracks informal economy  asuse started 2021 ministry conducting pilot survey   two upcoming initiatives assse capex survey   geeta singh rathore  director general national sample survey office  division ministry  next economic census conducted 202526 ministry recently released results asuse survey likely release results service sector enterprises later year  surveys likely help construct new series gdp revise base year  slated released 202526 numbers available january 2026 ,NA
41,"New Industrial Cities: Ambitious idea, but finance and planning challenges pose concerns",https://www.moneycontrol.com/news/opinion/new-industrial-cities-ambitious-idea-but-finance-and-planning-challenges-pose-concerns-12820008.html,Economy,2024-09-12,miheer karandikar union government recently announced plans 12 new industrial cities massive allocation rs 26000 crores  announcements follow 202425 union budget s promise funding  industrial parks   cities  announcements like entirely new  similar projects proposed  2014  100 new smart towns   2022  26 greenfield development projects various states   last year  2023  8 new cities recommended finance commission   announcement leaves many questions unanswered  issues related policy objectives  finances  infrastructure  governance significant concerns  fundamental issue current proposal aims achieve much without clear  concise objective  approach goes tinbergen rule  says one policy instrument one target effective  economic upliftment  export growth  sme development  job creation  environmental sustainability  regional transformation listed goals  similar criticism also levied flagship industrial policies like productionlinked incentive schemes  plis   attempting accomplish multiple policy goals simultaneously policy instruments result insubstantial gains  hand  policy focusing targeted outcomes better use state capacity funds  financial concerns financial considerations another primary concern  money allocated build cities often insufficient  nvs reddy  urban expert md hyderabad metro rail  said    allocationbe rs 10000 crore rs 50000 crorewon  sufficient building new city  yet consensus allocation  15th finance commission laid rs 8000 crore  seed fund  eight new cities country  example  dholera special investment region gujarat reportedly seen investments range rs 150000 crore  estimate said gift city initiated initial investment  1 billion  approximately rs 8000 crores  announcement mentions new cities planned industrialisation infrastructure built  ahead demand   development yielded mixed results globally  india s experience delhimumbai industrial corridor  dmic  shown progress slow uneven  china s special economic zones  sezs  built model largely successful come many caveats  according world bank report  many sezs successful used comparative advantage cities close  necessarily greenfield projects  governance issues governance planning challenges loom large  announcement needs transparent agency charged developing maintaining proposed cities  lack clarity nodal agencies responsibilities could lead interagency conflicts  seen gurgaon s development  clashes haryana urban development authority municipal corporation gurgaon often hindered progress  leading inadequate infrastructure haphazard growth  research worldwide shows empowered urban local bodies perform better body governing bodies  world bank report emphasised importance empowering urban local bodies urban development  success story gurgaon  private developers companies collaboratively built infrastructure  offers alternative model worth considering  minor problems  announcement mentions  worldclass greenfield  cities  greenfield cities created previously undeveloped land  away existing urban centres  eg  jamshedpur  built forest area  however  cities already reasonably close existing cities  patiala punjab  agra prayagraj  jodhpur rajasthan  palakkad kerala gaya bihar established tierii cities  time  dighi almost suburb pune  areas closer definition brownfield cities  built previously used land near urban centers  however  might advantageous  brownfield cities could practical indian context  walktowork model also mentions new cities built  walktowork  model  general  india  good track record walkability cities  studies shown benefits walkable urban spaces  implementing industrial settings novel idea  government means cities purely industrial include residential areas remains question  government draw many lessons past attempts building cities  gurgaon example highlights necessity coordination government bodies  chandigarh shows planning consciously keeping future mind essential  government also look publicprivate partnership models like jamshedpur coimbatore small township plans like magarpatta city pune  solving main problems along finances go long way  figuring basics beforehand essential success cities  borrow analogy urban development  building critical infrastructure cities built much easier cheaper  india desperately needs cities   rapidly urbanising population signs cracks beginning show existing metropolises   miheer karandikar researcher takshashila institution  independent think tank school public policy   views personal represent stand publication ,NA
42,Moneycontrol Pro Panorama | India is doing rather well in a deglobalising world,https://www.moneycontrol.com/news/business/moneycontrol-pro-panorama-india-is-doing-rather-well-in-a-deglobalising-world-12819522.html,Economy,2024-09-11,dear reader  panorama newsletter sent moneycontrol pro subscribers market days  offers easy access stories published moneycontrol pro gives little extra setting context event trend investors keep track  globalisation retreat  us  initial proponent rulebased global system  building barriers trade  second donald trump presidency  wins election  likely intensify trade wars  latest action plan presented mario draghi european union involves security reduction external dependencies region   world moved different system  former british prime minister gordon brown wrote imf magazine finance  development  rulesbased system replaced powerbased order   writes manas chakravarty piece pointing intensifying challenges trade global economy  even  world moving unidirectional manner  realignment global supply chains geopolitical partnerships opening new opportunities  india embarked mammoth task capturing  good start  success apple  iphones manufacturing india case point  usbased company reportedly plans sell latest version iphone produced india globally  importantly  apple produces iphones  suppliers setting base india strengthening domestic manufacturing ecosystem  jabil  component supplier  plans set manufacturing plant india  joining apple  vendors  vote confidence apple help change india s image world scrambles reorder supply chains  opportunities seen electronics manufacturing alone  numerous companies chemical industry set new production plants supplying products global majors  even though excess supplies competition china posing pricing pressures currently  domestic manufacturers deepening ties global innovators    passage biosecure act us expected accelerate diversification global supply chains pharma industry  benefit contract development manufacturing organisations contract research organisations india  companies already seeing rise workloads enquiries potential customers   firstorder impact biotechpharma companies directly involved innovator research  india  companies involved discovery development molecules likely benefit possible shift us companies new vendors   writes anubhav sahu mc pro research team  read find potential gainers biosecure act  developments show india navigating challenges global trade relatively well  despite increasing protectionist measures  offshoring continues rise services industry  large employment generator  global enterprises scaling presence india  exports global capability centres accelerated covid pandemic touched  50 billion fy24  point analysts jefferies india  trends please policymakers keen attracting global investments manufacturing sector  india gain current realignment global supply chains  simplification regulations  reduction trade barriers helping companies find right workforce facilities go long way strengthening exports supporting make india project  investing insights research team discovery series  b2b player huge addressable market merits look ltts  weakness persists q1 fy25  valuation premium peers tbo tek kicks fy25 strong note else reading  chart day  banks betting much renewable energy sector soon  optimism commercial vehicle firms spite declining sales  business  government joining hands tackle climate change force good insider trading  crowdsourcing surveillance stamp scourge  gst decision delays betray lack dynamism kamala harris measure donald trump  republished ft  martin wolf  overcoming  middle income  trap  republished ft  index funds truly diversified top sectors dominate  india needs implement catastrophe bonds boost disaster recovery funding elon musk  ai side gig keep distance tesla wall street  hottest business cool technical picks  jsw infrastructure  h kelkar  company zomato  r sree rammoneycontrol pro,"zomato,jsw infrastructure"
43,Data-based credit need RBIâ€™s push to grow,https://www.moneycontrol.com/news/opinion/data-based-credit-need-rbis-push-to-grow-12818698.html,Economy,2024-09-10,byâ saurabh tripathiâ general concern across board indian lending industry uptick bad debts unsecured loan books bank nonbank lenders  numbers indeed reflect situationâ retail unsecured credit indian banks books surpassed 12 percent total bank credit fy24 versus 10 percent fy21  regulator proactively raised alarm weighed industry contain growth prioritize credit qualityâ much industry acknowledged issue  appreciated regulator  firms recalibrating business plans  missing something  response industry regulator nature discourse around problem leaving huge opportunity move indian banking next levelâ need leverage adversity demand next phase innovation indiaâs credit practicesâ letâs start appreciating unique demands credit india development journey ahead  unsecured credit stay indiaâ huge credit hungry unorganized small business india  takes unsecured personal loans business purposes  simply enough clean assets offer security lendersâ thus natural limit much secured lending lender  want credit reach sorely needed  need alternate mechanisms control risks unsecured creditâ real strategic need india make unsecured credit small business safer technology data   india needs lenders operate sustainably profitably bad debt losses 5 percent book order support certain classes small businesses genuinely operate high risk environmentâ way finance grow weaker segments economy  bank credit acts venture debt well  underusing data currently  regulator well investors get paranoid see bookâ one lends segments  short change small business  job creation  fundamental deepening economic growth  âdata richâ indian lending industry really leveraging power data fully  â longterm benefit muchcelebrated upi adoption machine readable bank statements business transactions small businessesâ without collateral offer security  small businesses offer data lenders assess credit worthiness  develop early warning systems  efficient collection mechanisms  guide small business better financial health  account aggregators offer lenders access bank statements borrowers digital format regular frequency accentuating power approach  rbi actions appreciable short termâ regulators world edge expect next five years tight regulatory conditionsâ bitter wars raging around us expose global commerce finance entirely new form geopolitical risksâ technology evolving embraced banks pace exposes financial system unprecedented cyber threats resiliency hazardsâ every good regulator tightening belt taking chances systemic stabilityâ last thing society wants circumstances bank fail adding new disturbance already charged context   yes  caution regulator expected welcomeâ â need simultaneous development push well parallelâ rbi could also insist nudging lenders demonstrate earnest efforts towards upgrading skills databased lendingâ could give leeway lenders advanced skills operate higher losses long demonstrate sustain scale economics technological heftâ â genuine r   tax exemption costs r  undertaken banksâ industry gets tax credit r  banks  indian banks association evaluate  lastly  industry fails innovation  india gotten state  regulator sponsored central body demonstrate feasibility encourage emulationâ â npciâs bhim app basically tech demo banks emulate upi appâ need something similar databased credit small businessâ could rbi innovation hub take special initiative technology demonstration databased credit leveraging upi  account aggregators celebrated data platforms india justifiably proud   saurabh tripathi chairman ficci national fintech committee   views personal represent stand publication ,NA
44,Moneycontrol Pro Panorama | The real fortune is at the top of the pyramid,https://www.moneycontrol.com/news/business/moneycontrol-pro-panorama-the-real-fortune-is-at-the-top-of-the-pyramid-12818687.html,Economy,2024-09-10,dear reader  renowned academician ck prahalad popularised notion vast business opportunity present lower rungs society book fortune bottom pyramid  years  business enterprises tapped huge consumer market competitively priced products  many achieved commercial success  along changing consumer preferences  companies certain sectors making slow retreat lowpriced massmarket products  consider automobiles  except maruti suzuki  manufacturer car priced less rs 5 lakh product portfolio  large automobile groups škoda auto volkswagen  toyota  honda  mahindra mahindra longer sell small cars india  portfolio tata motors  tried tap demand bottom pyramid launching rs 1 lakh car  heavily tilted towards premium vehicles  focus among automobile manufacturers higher priced cars  utility electric vehicles  even maurti seeing rising contribution utility vehicles domestic sales  two wheelers  market share entry level 75110 cc bikes dropped 49 percent fy12 28 percent fiscal  show data collated jefferies india  demand moving higher powered bikes  electric vehicles scooters  hero motocorp  dominated market  losing share  alcoholic beverages  another industry high consumer touchpoints  companies reducing exposure low margin mass market brands  last week came reports pernod ricard put large mass market brand sale india  follows period premiumisation brand rationalisation peer united spirits  even homegrown companies radico khaitan allied blenders  distillers increasingly launching higher priced products  housing  developers striking gold premium luxury dwellings  affordable housing  buzzword covid pandemic  longer fashion  market capitalisation dlf  godrej properties sobha  primarily sell premium houses  soared amid rising demand  healthcare  many multinational corporations scaled back operations indian pharmaceutical market due stiff competition lower price realisations visàvis home markets  points glenmark pharmaceuticals latest annual report  domestic market seeing increasing adoption pure generic products  focus leading pharma companies strengthening betteryielding branded product portfolio   despite increasing influence trade generics jan aushadhi  branded generics expected remain predominant   adds glenmark  trends underline two important points  tapping shallow bottomofthepyramid demand longer priority companies sectors  profitability return ratios increasingly driving business strategies  good sign  also partly driven consumer upcycle  flip side  excessive focus premium products skews market leaves limited product choice consumers entry level economy segment  focus top creates room disruptor enter lower end market wellpositioned product business model  grow bigger threat incumbents  investing insights research team ipo pn gadgil jewellers shine bourses  karur vysya bank  consistency leaves room rerating ami organics  well placed meet growth guidance despite global challenges tracker pro economic tracker  consumer sentiment improves  auto sales show mixed trend else reading  jumpy markets fret risks soft landing bajaj finance must leap tough quarter even housing finance ipo sees frenzy mario draghi  recommendations strengthen cbam pose risk domestic metal producers rising natural gas prices bullish signal  chart day  india  electricity generation mix improves august young bankers leaving profession soon  curious case apple  republished ft  digital deception  navigating india  regulatory maze tackle  dark patterns  rss postemergency journey  steering political chaos strengthening organisation big oil  buyback bonanza investors sustainability issue us leave europe fate   stockselloff fears september overblown personal finance go bandhan business cycle fund  moneycontrol review markets family offices bet big startups  burgers spacetech  top picks tech startups gst card payments rs 2000 push small merchants towards upi technical picks  godrej consumer products  icici bank  jubilant foodworks  suzlon energy maruti suzuki indiar sree rammoneycontrol pro,"mahindra mahindra,hero motocorp,bajaj finance,tata motors,icici bank,dlf,godrej consumer products,united spirits,godrej properties,jubilant foodworks,suzlon energy,glenmark pharmaceuticals,karur vysya bank,radico khaitan,sobha,bajaj finance,karur vysya bank,ami organics"
45,Wikipedia and the protection offered by SC’s Shreya Singal judgement,https://www.moneycontrol.com/news/opinion/wikipedia-and-the-protection-offered-by-scs-shreya-singal-judgement-12819767.html,Politics,2024-09-11,faisal farooqui recent developments surrounding delhi high court  remarks wikipedia sparked significant concern  suggestion wikipedia could face ban india due petition ani troubling threatens essence knowledge revolution india experiencing  wikipedia stands monumental achievement realm free open information  operates principles transparency collective wisdom  volunteers worldwide contributing extensive database without financial gain  unlike social media platforms  wikipedia functions nonprofit  driven commitment contributors ensure accuracy balance rigorous selfregulating process  india  jurisprudence supports balanced approach digital freedoms shreya singhal verdict supreme court 2015 highlighted importance protecting free speech ensuring restrictions carefully justified  similarly  mouthshutcom vs union india case emphasized need nuanced regulations respect digital platforms  roles protecting consumer rights fostering free expression  legal precedents underscore importance maintaining balanced approach digital freedoms  recent remarks delhi high court suggesting potential ban wikipedia overlooks principles  wikipedia  role distinct social media platforms like tiktok instagram  thrives model volunteerism  scholars enthusiasts collaborate maintain accuracy information  platform operates without personal commercial agendas  relying collective effort ensure truthfulness balance  judicial remedy source contestation everyone right seek judicial remedy rights violated  suing actual sources publications instead going encyclopedia cites articles threatening ban wikipedia contested opinionsespecially cited moderated experienced editorssets concerning precedent  move could hinder wikipedia also broader public discourse  potentially stifling democratic engagement free flow information  india  missed industrial revolution due colonial past  afford miss current knowledge revolution  industrial revolution brought transformative advancements india deprived due colonial exploitation   digital age  knowledge revolution represents crucial opportunity india advance  bridging gaps education access information  platforms like wikipedia pivotal facilitating progress enabling free exchange ideas knowledge  rabindranath tagore  revered work gitanjali  eloquently envisioned world   mind without fear head held high  knowledge free   vision aligns wikipedia  mission provide unrestricted access information empower individuals  threatening vital resource risks undermining foundation intellectual freedom progress   faisal farooqui techentrepreneur digital rights proponent   views personal represent stand publication ,NA
46,'Will not accept terrorism in India': Rahul Gandhi backs PM Modi's 'no-talks' stance with Pakistan,https://www.moneycontrol.com/news/india/will-not-accept-terrorism-in-india-rahul-gandhi-backs-pm-modis-no-talks-stance-with-pakistan-12819198.html,Politics,2024-09-11,congress mp leader opposition  lop  lok sabha rahul gandhi  tuesday  hinted congress largely aligns narendra modi government s notalks stance pakistan terrorism curbed  currently  maiden overseas visit lop  â gandhi launched sharp attack pakistan  instigating terrorism india  interactions united states  speaking national press club washington tuesday  gandhi reaffirmed pakistan s support terrorism continues major roadblock improving relations two nations  â stressingâ india tolerate acts  backing pm modi s approach pakistan  said   pakistan s instigation terrorism country holding two countries back  simply going accept pakistan carrying terrorism country  going accepted  keep  going problems   asked whether kashmir issue preventing dialogue india pakistan  gandhi firmly responded     amethi mp  however  expressed clear disagreement pm modi s handling china  accusing government allowing chinese troops occupy indian territory ladakh equivalent size delhi  gandhi  threeday visit us  also stated congress largely aligns centre major foreign policy issues  including relations us  concerns extremist elements bangladesh  policies toward israel ,NA
47,'This is a disaster': Rahul Gandhi slams PM Modi's 'handling' of India-China border issue,https://www.moneycontrol.com/news/india/this-is-a-disaster-rahul-gandhi-slams-pm-modis-handling-of-india-china-border-issue-12819131.html,Politics,2024-09-11,congressâ mp leader opposition  lop  lok sabhaâ rahul gandhi raised indiachina border issue  criticising prime minister narendra modi handling situation  speaking national press club washington dc  usa  tuesday  gandhi alleged chinese troops occupied 4000 square kilometers indian territory ladakh  area size delhi   call chinese troops 4000 square kilometres territory handling something well  maybe got chinese troops occupying land size delhi ladakh  think s disaster   remarked  gandhi claimed media largely ignored issue  stating   would america react neighbour occupied 4000 square kilometres territory  would president able get away saying s handled well    added   nt think pm modi handled china well  think s reason chinese troops sitting territory   gandhi  however  time  highlighted importance india us working together offer world alternative chinaâs  nondemocratic production vision   amethi mp stressed bipartisan support indiaus relationship enjoys nations expressed confidence future  noted would  continuity  congress government s approach indiaus ties  stating  âœi donât see changing direction much prime minister narendra modi   nt first time congress leader made allegations  last year  visit ladakh  â congress leader accused pm modi misleading opposition situation indiachina border  asserting china seized thousands square kilometers indian land  referred pm modi s comments june 2020 allparty meeting  prime minister stated indian territory captured  following deadly clash indian chinese forces ladakh s galwan valley ,NA
48,Rahul Gandhi gets candid on how he views PM Modi: 'You'll be surprised...',https://www.moneycontrol.com/news/india/dar-nahi-lagta-ab-rahul-gandhis-fresh-attacks-on-bjp-pm-modi-rss-during-us-visit-12818085.html,Politics,2024-09-10,congress mp leader opposition  lop  lok sabha  rahul gandhi  currently visiting us  opened thoughts prime minister narendra modi  speaking georgetown university washington  dc  september 9  gandhi said  hate prime minister disagrees point view   surprised  nt actually hate mr modi  got point view  fine  nt agree point view nt hate   congress leader said   many moments  empathise  nt think like enemy  different point view different point view  empathy compassion   gandhi added furtheri nt hate mr modihe point view  nt agree point view  nt hate himhe different perspective  different perspective   shri  rahulgandhi georgetown universitywashington dc pictwittercomy3p5ow4ctecongress   incindia  september 10  2024 gandhi arrived united states september 8 threeday visit aimed fostering  meaningful discussions insightful conversations  strengthen ties india us  trip part ongoing efforts enhance bond two nations  visit  launched series attacks bharatiya janata party  bjp  prime minister narendra modi  speaking indian diaspora event herndon  virginia monday  claimed fear pm modi among people dissipated aftermath 2024 lok sabha elections  event  gandhi alleged bjp pm modi created climate fear use government agencies pressure small businesses  said fear  however   vanished within seconds  election results declared   something changed elections  people say darr nahi lagta ab  darr nikal gaya ab   interesting bjp pm modi spread much fear  pressure agencies small businesses  everything vanished within seconds  took years spread fear vanished within seconds   lop remarked  gandhi also dismissed pm modi s onceprominent strongman image  saying    parliament  see prime minister right front tell idea mr modi  56inch chest  direct connection god   gone   history   asserted image dominance strength previously associated modi longer holds sway  congress leader also took aim bjp  vision india  accusing party failing acknowledge country s inherent diversity  interaction students georgetown university  said bjp fails understand india s rich diversity  gandhi accused ruling party disregarding cultural historical diversity defines nation   bjp nt understand country everyone  india union  constitution  written clearly  india bharat union state  histories  tradition music dance   bjp  say union  different    noted  gandhi also took dig rashtriya swayamsevak sangh  rss   accusing organisation promoting divisive ideologies undermine india s diversity  amethi mp alleged rss views certain states  languages  religions  communities inferior   rss says certain states inferior states  certain languages inferior languages  certain religions inferior religions  certain communities inferior communities    gandhi said  said every state india rich history traditions  rss ideology fails respect   state history  tradition  rss ideology tamil  marathi  bengali  manipuri  inferior languages  s fight  people  rss  nt understand india   said  concluded stating ideological battle represents lack understanding india s diverse identity part rss  furthermore  sharing period lok sabha elections 2024  gandhi said congress  accounts frozen three months elections   three months elections  bank accounts sealed  discussing next  simply said  dekhi jayegi   let s see happens   went ahead elections    alleged congress mp ,NA
49,"Goldman Sachs says 'sell' Vodafone Idea but was spotted 'buying' in its FPO, what gives?",https://www.moneycontrol.com/news/business/markets/goldman-sachs-says-sell-vodafone-idea-but-was-spotted-buying-in-its-fpo-what-gives-12820235.html,Market,2024-09-12,recently  international brokerage goldman sachs made headlines reiterating sell call debtladen telecom operator vodafone idea  however  savvy internet sleuths dug vi s recent fpo documents  showing goldman sachs participated anchor investor telco  offer  gives  september 6  goldman sachs reaffirmed bearish rating beleaguered telco vodafone idea  brokerage believes country  thirdlargest telecom operator unable stop relentless erosion marketshare  despite recent capital raise   analysis suggests direct correlation capex revenue market share  given expectation peers spending least 50 percent higher capex versus vodafone idea  forecast another 300 bps share loss company next 34 years   said goldman sachs report  however  brokerage hike price target marginally rs 22 rs 25 per share  regardless  downside implication whopping 83 percent spooked markets investors rushed offload holdings counter  causing telecom operator  share price crash 14 percent bourses  also read  vodafone idea fpo  10 things know india  largest followon public offer stock price sank sea red  internet quick react  investors looked anchor book vodafone idea  recent followon public offer  goldman sachs fund spotted bidding 8183 lakh shares rs 11  reconcile difference  disingenuous  transactions flagged regulator  well    see goldman sachs need always goldman sachs  proprietary book  foreign investors want increase exposure domestic markets   want undergo hassle registering fpi markets regulator sebi use odis offshore derivative instruments  odis issued fpi  usually buys holds stock equity odi represents  goldman sachs one fpi helps foreign investors put money indian markets  remember  derivative instruments  foreign investor actually directly buying shares  fii  behest investor  therefore  goldman sachs  participating fpo  facilitating trade client  end  necessarily buying arm  said spokesperson brokerage  added goldman sachs functioning market maker transaction   research arm completely different   similar tangent  let s look case swiss banking giant ubs  two ubs funds participated fpo  purchasing 445 crore shares rs 11 april 16 fastforward months  ubs released note indian telecom giants august 28 telecom majors undertake tariff hiking cycle  ubs expects around 90100 percent total tariff hikes flow revenues two quarters  brokerage reiterated buy call vodafone idea  bumping target price rs 18 rs 19 per share  two days later  august 30  ubs fund ubs principal capital asia  sold 382 crore shares 054 percent equity stake vodafone idea average price rs 1567  asked clarify  ubs declined comment  disclaimer  moneycontrol part network18 group  network18 controlled independent media trust  reliance industries sole beneficiary  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,"reliance industries,vodafone idea"
50,MC Odd Lot: Director of listed yarn trader sends in handwritten resignation on torn-out sheet of paper,https://www.moneycontrol.com/news/business/markets/mc-odd-lot-director-of-listed-yarn-trader-sends-in-resignation-handwritten-on-tear-sheet-12820308.html,Market,2024-09-12,nonexecutive director listed yarn trader submitted resignation letter seems like loose sheet notebook  torn binding  filing dated september 10  announcing resignation  company anand rayons submitted photograph letter exchanges  moneycontrol written company article updated response comes  listing regulations  listed entity report material event resignation director within seven days detailed reasons resignation  also read  â sebi considers new rules curb risks tiny ipos boom submitted photograph shows handwritten letter  seems placed rug silhoutte seems like finger protruding middle frame  letter  hema mishra says resigning post owing commitments  letter  addressed managing director anand bakshi reads   owing commitments  would like resign position board company    thank wonderful association  wish company best future   thanks signs surat  company said reasons resignation  personal commitments  material reasons resignation mentioned letter  clause 7b part schedule iii listing regulations  resignation director informed exchanges within seven days event detailed reasons resignation given director names listed entities resigning director holds directorships  indicating category directorship membership board committees  company s filing said  resignation  mishra automatically ceases part nomination remuneration committee ,NA
51,"Nifty returns narrow into range after 10 years as volatility evens out, says Capitalmind",https://www.moneycontrol.com/news/business/markets/nifty-returns-narrow-into-range-after-10-years-as-volatility-evens-out-says-capitalmind-12820228.html,Market,2024-09-12,frontline index nifty 50 big year  recording sharp upmove downmove  next year usually records moves opposite direction  according recent study capitalmind financial servicesâ investing every year 1999 2015  annualised returns convergeâ narrower range 10year mark  irrespective wild variation early years  simply put   time  supernormal returns 2030 percent inevitably moderate downwards  lesson simple  one mega years early  moderating subsequent expectations  least next 23 years  help avoid unrealistic net worth projections subsequent disappointment   said study  example  investment made start year 2009 would incurred upside 73 percent firstâ year  however  10year annualised return investment value gets narrowed 15 percent  also read â correction narrative  theme signals shifting preferences towards defensives  says kie however  reverse also applicableâ frustration barelythere returns initial years tends followed productive years normalise lot disparity lucky unlucky investors   one invested year 2000  first year return would met decline 18 percent annualised return 10th year investment recorded 14 percent   noted capitalmind  therefore  investors embrace longterm horizon smooth volatility andcapture marketâs innate tendency rise  using sips periodic investments mitigate risk poor entry timing  importantly  market participants invested downturns view market pullbacks opportunities rather threats  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,NA
52,Thermax shares jump 5% on electrolyser manufacturing deal with Ceres,https://www.moneycontrol.com/news/business/thermax-shares-jump-5-on-electrolyser-manufacturing-deal-with-ceres-12820421.html,Market,2024-09-12,shares thermax limited rose 5 percent rs 4689 afternoon trade september 12 company announced entered strategic partnership ceres power  subsidiary ukbased  ceres power holdings plc  agreement marks thermaxsâ entry electrolyser manufacturing system solutions provide green hydrogen solutions industrial customers  agreement covers licensing manufacturing  sales  servicing stack array module  development sale stack balance module  multimw electrolyser module  based ceresâ soec technology  â follow live blog latest market updates  thermax pay royalty fees ceres per terms conditions agreed theabovementioned agreement   company stated regulatory filing september 12â thermax leading manufacturer vapour absorption cooling systems  vapour absorption chillers extensively used worldwide industrial refrigeration  air conditioning  process cooling heating  development gains significance licensing ceresâ soec technology enable thermax manufacture  sell  service stack array modules  sam   sam balance modules  sbm   multimegawatt soec electrolyser modules leveraging ceres  advanced solid oxide electrolysis cell technology  step towards commercialisation  thermax plans establish manufacturing facility electrolysers  develop supply chain localise critical components  3 pm  shares company trading rs 4604  higher 3 percent last close national stock exchange  thermax shares sipped 14 percent last three months  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,thermax
53,Shankar Sharma's quirky theory: How liberalising India's 'marriage market' can unlock economic growth,https://www.moneycontrol.com/news/business/markets/shankar-sharmas-quirky-theory-how-liberalising-indias-marriage-market-can-unlock-economic-growth-12820317.html,Market,2024-09-12,quirky analogy  market veteran shankar sharma shared take india might achieving full economic potential  tying toâ high exit barriers theâ  marriage industry   india liberalised areas  â remains totally  commie  communist nature comes exiting marriages  â wroteâ sharma tongue cheeky post  x   order resolve  sharmaâ suggestedâ introducing  marriage ibc   playfulâ reference indiaâs insolvency bankruptcy code   â would make marriages competitive easing process exit  divorce   according theory  sharma said since high  exit barriers  marriage  people  particularly men  said look like  aloos  potatoes  donât invest much effort maintaining appearance attractiveness  similarly  â women look like  bhaloos   bears  reason donât feel need stay best risk replaced low  also read  correction narrative  theme signals shifting preferences towards defensives  says kie introducing marriage ibc  idea thatâ people could easily leave marriages  would incentivised constantly  stay top game  terms looks  behavior  spending lifestyle improvements like diet  clothing  luxury items   ifâ marriage bankrupt immediately one go marriage ibc find suitable partner providing exit people trapped even deep discount  s society becomes competitive   sharma remarked  made comparison  f2gora lands   foreign  developed countries   emphasising theseâ nations wealthier marriage markets fluid  fewer barriers entry exit   men women top game always  spending diet  clothes  cars  toys  makeup constantly rising   â sharma noted  final point sharma made india adopted liberal approach marriage  india could see significant rise gdp per capita  fromâ  25k  50k  thanks increased consumption economic activity driven need stay competitive relationships  following  x  post  lively discussion erupted among users  praised theory  calling  unique   box   appreciating creative analogy linking marriage dynamics economic growth  however  idea also sparked skepticism  one user pointing theory might work moneydriven society  overlooks deeprooted importance india places family values  tradition  caste  religious considerations  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,NA
