title,url,type,content,sentiment,date
Malaysia requests India to ease export curbs on some farm goods,https://www.moneycontrol.com/news/business/economy/malaysia-requests-india-to-ease-export-curbs-on-some-farm-goods-12771919.html,Economy,"Malaysia has requested India to ease export curbs on some farm goods like rice and sugar, Malaysia's minister for plantation and commodities said on Thursday. India's abrupt export curbs on farm goods are bad for Malaysia, Johari Bin Abdul Ghani said on the sidelines of an industry conference in New Delhi.
       ",NEGATIVE,2024-07-18
"Fiscal deficit at 5% of GDP for FY25, nominal growth at 11%: MC Economists Poll",https://www.moneycontrol.com/news/business/economy/fiscal-deficit-at-5-of-gdp-for-fy25-nominal-growth-at-11-mc-economists-poll-12771730.html,Economy,"The government is likely to record a lower fiscal deficit and a higher growth than what was estimated in the Interim Budget, as it retains its focus on fiscal prudence, economists said in a poll conducted by Moneycontrol. The median forecast of 16 economists pegged the fiscal deficit at 5 percent of the GDP, 10 basis points lower than the 5.1 percent target set in the Interim Budget. None of the economists polled by Moneycontrol expects a slippage on the fiscal front.  On the other hand, the economists noted that the output is likely to get a boost with the government projecting an 11 percent nominal growth, compared with 10.5 percent projected in the Interim Budget. IDFC First Bank and ANZ pegged the growth at 11.5 percent, higher than other forecasts in the poll.  India saw a spate of forecast revisions on the growth front, following a better-than-expected 8.2 percent growth in FY25 and hopes of recovery in private investment and consumption. The IMF on July 16 revised its FY25 growth forecast for real GDP to 7 percent from 6.8 percent projected in April. Capital spending is expected to remain unchanged from the interim budget at Rs 11.11 lakh crore. The forecasts ranged from Rs 11 lakh crore to Rs 12 lakh crore. Push for rural The economists were unanimous in predicting that the budget will provide a push for the rural economy, muted consumption and jobless growth were the most cited concerns for the economy. Among the schemes that could push growth, the economists cited the Pradhan Mantri Awas Yojana as a primary driver. Sujan Hajra, chief economist, Anand Rathi Shares and Stock Brokers, cited production-linked incentive schemes and PMAY as schemes that could have a major impact. Rajani Sinha, chief economist at CareEdge, was upbeat on Skill India and PLI as major impact initiators, while Aditi Nayar, chief economist at Icra, said that the scheme for special assistance to states for capital expenditure could have a major impact. Over two-thirds of the economists did cite increased rural allocations, PMAY as one of the three social interventions expected in the budget, with 64 percent batting for rural development or increased rural allocation and 50 percent citing PMAY.  Moreover, 90 percent noted that there was a case for expansion for rural employment scheme, the Mahatma Gandhi Rural Employment Guarantee Scheme, Krishi Kalyan and Ayushman Bharat programme. A higher nominal growth and more-than-expected dividend from the Reserve Bank of India to the tune of Rs 1.3 lakh crore is expected to provide space for the government to expand coverage of schemes. Shift in focus The focus is also likely to shift away from 2047, as only 60 percent of the economists were sure that the government will lay a roadmap for 2047 in the upcoming budget. “Provisions for adequate capital to support National Infrastructure Pipeline and PM Gatishakti programmes should be the primary priority area for Vision 2047,” said Debopam Chaudhuri of Piramal Enterprises Ltd.  ",NEGATIVE,2024-07-18
India plans to ease rice export curbs as stocks surge to record,https://www.moneycontrol.com/news/business/economy/india-plans-to-ease-rice-export-curbs-as-stocks-surge-to-record-12771895.html,Economy,"India is likely to cut the floor price for basmati rice exports and replace the 20% export tax on parboiled rice with a fixed duty on overseas shipments, government sources said, as rice inventories in the country jumped a record high. The world's biggest rice exporter imposed various curbs on exports in 2023 and continued them in 2024 in an effort to keep local prices in check ahead of the general elections held in April-May. New Delhi is expected to lower the basmati rice's minimum export price (MEP) to $800-$850 a metric ton, down from $950 a ton, to boost shipments, said the sources, who didn't wish to be identified as they are not authorised to talk to media. Lowering the MEP would help India retain its market share against Pakistan, which exported a record amount of rice this year due to New Delhi's export curbs. India and Pakistan are the leading exporters of basmati rice. New Delhi exports more than 4 million metric tons of basmati - the premium long-grain variety famed for its aroma - to countries such as Iran, Iraq, Yemen, Saudi Arabia, the United Arab Emirates and the United States. New Delhi is also expected to drop the 20% export tax on parboiled rice and introduce a minimum export tax to stop under-invoicing of shipments, the sources said. The government was examining possibilities of easing rice export curb, including resuming white rice exports, Reuters reported last month. Â  Â  Worried over expectations of lower output due to the El Nino weather pattern, India banned overseas shipments of non-basmati white rice varieties in July 2023 and imposed curbs on other grades. ""With rice supplies significantly exceeding local demand, it's crucial to reduce stockpiles to prevent spoilage. The most effective solution is to lift export restrictions,"" said B.V. Krishna Rao, president of the Rice Exporters Association (REA). The country's rice stocks at state warehouses have jumped to 48.51 million metric tons as of July 1, the highest ever for the month and nearly 19% more than last year, according to the Food Corporation of India. New Delhi would also review the export ban on non-basmati white rice after assessing the progress of rice planting, the sources said. Farmers have so far planted 11.6 million hectares with rice paddy during the current planting, up 20.7% on the same period last year.
       ",NEGATIVE,2024-07-18
India’s digital payments system needs simpler KYC process to reach newer heights,https://www.moneycontrol.com/news/opinion/indias-digital-payments-system-needs-simpler-kyc-process-to-reach-newer-heights-12771464.html,Economy,"India's digitalization journey has become a notable success, with the Unified Payments Interface (UPI) standing out globally as a model case study. The rise of digital payments in India, from $300 billion in 2018 to $3.6 trillion in 2024, with projections to double by 2030, demonstrates a significant transformation. Robust demographic expansion, improved economic conditions, widespread internet access, and strong government support for digital infrastructure have fuelled this growth in digital payments across the country. Along with UPI, other digital payment instruments such as cards and digital wallets have also gained traction, accounting for around 10% of current digital transaction values. This progress aligns with the Reserve Bank of India's goal to widely expand digital payments. India has established itself as a global leader in the digital payment sector, accounting for a significant percentage of worldwide transaction volumes. UPI's acceptance in several countries, with plans to expand further, underscores its international success. The decline in cash-based transactions to less than 60% highlights the widespread adoption of digital payments across India. UPI’s interoperability, ease of use, and real-time settlement have made it a preferred choice for a wide range of transactions, from peer-to-peer transfers to merchant payments. UPI transactions have experienced remarkable growth, surpassing 10 billion monthly transactions. Additionally, with countries like Singapore, the UAE, Mauritius, Oman, and Indonesia accepting UPI payments there has been a significant increase in cross-border transactions using the UPI method of payment. Transcending Demographic Categories Digital payments are now preferred across demographics, significantly changing consumer behaviours for both online and offline transactions. As of 2024, UPI also boasts over 260 million users, and this number is expected to grow even further as smart devices are becoming increasingly popular. According to a jointly produced report by AT Kearney and Amazon Pay, 90% of consumers opt for digital methods for online purchases, while 50% prefer digital payments for offline transactions as well. Digital payments are especially popular for discretionary spending such as electronics, clothing, and footwear, indicating a notable shift in purchasing behaviour. Millennials are at the forefront of adopting all types of digital payment instruments. The primary reasons for this widespread adoption are the convenience, speed, and efficiency of digital transactions. Additionally, boomers have significantly embraced digital payments, with higher usage of cards and wallets. Adoption rates among genders are roughly equal, with both men and women using digital payments in 72% of their transactions. Digital payment integration has been extensive in urban areas, with smaller towns reporting a 65% adoption rate and larger cities around 75%. Emerging technologies like co-branded credit cards and Buy Now, Pay Later (BNPL) schemes are rapidly gaining popularity, showing significant consumer awareness and adoption. Merchants across various sectors, from street vendors to large retail establishments, have also adopted digital payments, which constitute approximately 69% of their transaction volumes. This adoption is driven by need to mitigate challenges like financial fraud and handling cash. KYC Processes Have Scope for Improvement The future growth of India's digital payments ecosystem will depend on increasing penetration in underserved segments and boosting transaction values through digital means. A collaborative effort among all stakeholders, including payment providers, governmental agencies, and service players, is essential for sustained growth. An area for improvement that will further drive adoption involves simplifying Know Your Customer (KYC) processes, which are currently seen as cumbersome due to extensive documentation and verification requirements. Though Aadhaar-based KYC exists, streamlining it further through advanced technologies for identity verification, such as biometrics and artificial intelligence, would securely expedite identity confirmation with minimal hassle for users. Additionally, adjusting KYC requirements to match the risk levels of different transaction types could enhance the user experience without compromising security. Simplifying KYC would improve the customer and merchant experiences and broaden access, encouraging more users to adopt digital payments. Supportive Regulatory Environment As India progresses towards a digital-first economy, building trust and ensuring convenience will be crucial. By addressing the needs of both consumers and merchants and fostering a supportive regulatory environment, India is poised to maintain its leadership in the digital payment sector, ensuring continuous growth and enhancing economic inclusivity. The government's focus on creating a conducive regulatory environment has fostered innovation and growth in the digital payments sector. The Reserve Bank of India (RBI) has played a pivotal role in developing guidelines and frameworks to ensure the security and reliability of digital transactions. Measures such as two-factor authentication, tokenization, and the Payments Infrastructure Development Fund (PIDF) have strengthened the ecosystem. Digital payments' impact extends beyond the financial sector, with significant implications for economic growth and social development. Increased use of digital transactions has led to greater financial transparency and improve targeting of government subsidies and welfare schemes. Additionally, digital payments have opened new avenues for financial inclusion, particularly for underserved segments such as rural populations and small businesses, where credit and insurance products can be designed based on history of UPI transactions. Privacy Concerns Need to be Addressed As India's digital payments ecosystem evolves and we move into a cashless economy, challenges remain. The collection and handling of vast amounts of personal data by payment providers raise concerns about data privacy. As concerns about data privacy increase, the risk of cyberattacks, fraud, and hacking also increases. Digital payment providers need to ensure that cybersecurity measures are mandated to protect user data and maintain consumer trust in the digital payment ecosystem. The government and industry stakeholders must work together to enhance system resilience, educate users, and promote responsible innovation. While bigger cities in the country have relatively better digital infrastructure, rural and remote areas often face issues with internet connectivity and access to digital payment services. The government should ensure that it takes measures to enhance digital infrastructure across the country to make sure there is uniform growth. Despite these challenges, the future of digital payments in India is promising. Through collaborative efforts among the government, industry stakeholders, and users, India can continue to advance its digital payments ecosystem and achieve greater financial inclusion and economic growth. As India continues to lead the global digital payments revolution, it sets an example for other nations aspiring to create inclusive, efficient, and secure financial systems.
       ",POSITIVE,2024-07-18
India's food subsidies to cost 11% more than initial plan,https://www.moneycontrol.com/news/business/economy/indias-food-subsidies-to-cost-11-more-than-initial-plan-12771149.html,Economy,"India is likely to spend 2.25 trillion rupees ($11.97 billion) on food subsidies this financial year, four government sources said, up around 11% from the interim budget estimate in February due to higher spending on the support price for farmers. The country's combined food and fertiliser bill is expected to reach 3.88 trillion rupees, up 5% rise from the estimate in the interim budget unveiled before the election. Interim budget estimates will be replaced by a new budget from Prime Minister Narendra Modi's government that will be presented on July 23. Food and fertiliser subsidies in the interim budget accounted for about 8% of India's total spending of 47.66 trillion rupees during the fiscal year that ends on March 31, 2025. In the interim budget, the food subsidy bill was estimated at 2.05 trillion rupees, two of the sources said. The increase since then is largely due to a rise in the price at which the government buys rice and wheat from domestic farmers, one of the sources said. Meanwhile, the government is likely to stick to its previous estimate of 1.64 trillion rupees for the fertiliser subsidy, two of the sources said. The ministry of Consumer Affairs, Food and Public Distribution, the Ministry of Finance and the Ministry of Chemicals and Fertilizers did not immediately reply to requests for comment.
       ",NEGATIVE,2024-07-17
India needs to face up to its junk food crisis,https://www.moneycontrol.com/news/opinion/india-needs-to-face-up-to-its-junk-food-crisis-12774831.html,Politics,"India is not the world’s healthiest country. Sadly, regulators seem determined to make the problem worse with each passing year. Urban Indians, especially wealthier ones, have a relatively sedentary lifestyle, and our diet is heavy in carbohydrates and fats. This may not show up easily in the numbers, given the size of the country’s population.Analysis in the Lancet recently found that about 23% of Indians were technically overweight, defined as a body mass index over 25. Many parts of the world, such as West Asia and Eastern Europe, do much worse. But, when you break the data down, worrying trends emerge. Women over 30, for instance, have startlingly high rates of abdominal obesity in India — with a prevalence of over 55% for women older than 40. That is a more dangerous indicator of predisposition to metabolic disease than regular BMI. Moreover, genetics seem to make Indians particularly vulnerable to such ailments. One scientist at the generic pharma major Lupin Ltd has pointed out that Indians tend to have greater insulin resistance and develop Type II diabetes at a younger age than the average. The Lancet suggests that over 100 million Indians have diabetes, and 136 million are pre-diabetic. That’s a crisis — one that’s set to grow worse as India becomes richer and more urban. The problem is usually blamed on a change in the diets of middle-class Indians, from fresh to processed foods. The assumption is that packaged products are unhealthier. It’s right there in the name: “junk food.” I’m a tiny bit skeptical. I am addicted to Delhi’s deep-fried street food, and I am not so sure it is better for me than anything I could buy in a supermarket. At the same time, there is data suggesting junk food in India is worse than in many other countries, with higher levels of salt, sugar, and saturated fats. More importantly, packaged food can be regulated, so people at least know what they’re eating. Ideally, that would allow consumers to better manage their intake of fat and salt. There remains a lot of room for this transition in India. Nestle India Ltd. claims that branded food makes up only a third of the Indian market but will expand at a compound annual growth rate above 12% in coming years. The question is whether regulators are up to the task. They recently announced that nutritional information about sugar, salt and saturated fat would henceforth be displayed “in bold letters and relatively increased font size on labels of packaged food items.” The news was generally welcomed. In fact, it represented a significant climbdown. The new rules specify that this information will be estimated based on (arbitrary) serving sizes, and as a percentage of recommended daily intake. Translating this into “good” or “bad” requires a level of mental math that the average shopper likely won’t want to endure. The regulations replace a draft plan that would have imposed fewer requirements on shoppers but was still flawed. In 2022, officials proposed a “star” rating, similar to the ones used to indicate if an appliance is energy-efficient. As scientists pointed out, that merely “helps the consumer choose the least unhealthy option among a host of unhealthy options.” Critics worry that India’s food regulators respond more readily to big food companies than to doctors. The last time they backtracked on warning labels, they placated angry consumers by telling them a new adviser would study the issue — a man whom the New York Times described as leading an institution “almost entirely funded by the Goliaths of the agribusiness, food, and pharmaceutical industries.” The processed food industry is shooting itself in the foot. If companies want Indians to make the switch from mouth-watering street food, they ought to welcome greater transparency, so consumers can be certain they are choosing healthier alternatives. Better models are available even in India’s neighborhood. In Sri Lanka, for example, sodas are labeled with a “traffic light” system that goes from green (healthy) to red (godawful levels of sugar). Recent research has shown that the system consistently steers consumers towards healthier choices. Indians need simple, easy-to-understand, and prominent warning labels, so that their better natures are given a chance to overtake their impulses. Otherwise, their richer country will only be an unhealthier one. Credit: Bloomberg  ",NEGATIVE,2024-07-22
US: Democrats clear the runway for Kamala Harris,https://www.moneycontrol.com/news/opinion/us-democrats-clear-the-runway-for-kamala-harris-12774830.html,Politics,"Barring an unexpected turn of events in a season of unexpected turns of events, Vice President Kamala Harris will be the next Democratic nominee for president. “I think it’s almost inevitable that Kamala Harris will end up being the nominee,” Robert Shrum, Director of the Center for the Political Future at the University of Southern California and a veteran of a half century of Democratic campaigns, told me. President Joe Biden’s departure from the race on Sunday was one man’s extraordinary decision. But it was a sum of the efforts of thousands. The Democratic Party was not uniformly in favor of jettisoning Biden. But its center of gravity had shifted against him. There are two points that are especially notable about that fact, and both are highly relevant to the weeks ahead. First, the Democratic Party has a center of gravity and that center found itself. Second, that gravitational mass just completed an unprecedented work of collective action, involving both party elites and rank and file, with the work taking place both publicly and privately. It was an uncanny feat in a party representing tens of millions of individuals. Democrats accomplished the political equivalent of soaring off the high dive into a bucket of water. Now, some are demanding that the party recreate the act, only this time with a few added somersaults and twists. A wide-open convention in Chicago? A televised traveling circus with Bill Clinton andBarack Obama interviewing aspirants for the nation’s highest office? Oprah something something? No. The Democratic National Committee’s convention rules committee met virtually on Friday and reaffirmed that the party’s virtual roll call vote, nominating the party’s candidates for president and vice president, would take place between Aug. 1 and Aug. 7. There are hard deadlines that the party must meet for the nominees to be on state ballots. Harris should be looking to sew up support quickly, and be the consensus choice by the first week of August. The party convention should be used to remind the nation who Donald Trump is. Likely Republican lawsuits to prevent Biden from withdrawing from the ballot, or the party from choosing a replacement, present an opportunity to remind voters that Jan. 6 is a state of mind in MAGA land, and that free elections are at risk if Republicans succeed. Biden’s departure will surely whet the appetites of ambitious Democrats who would like to be president. But no credible challenger countered Biden’s reelection campaign in part because no one wanted to risk the blame for, or reality of, a second Trump presidency and its attendant assault on democratic institutions and practices. That political deterrent, which governed party behavior from 2022 to the present, should continue to check some ambitions between now and the first week of August. Fortunately for the party, the obvious contenders are mostly young and can afford to wait for another chance. The three words that risk party fratricide – “now or never” – don’t apply to 52-year-old Michigan Governor Gretchen Whitmer or 42-year-old Transportation Secretary Pete Buttigieg or even 56-year-old California Governor Gavin Newsom. Both Whitmer and Newsom, the most viable challengers, have said they will not run against Harris, 59. Their restraint will make an already difficult challenge slightly more daunting for any second-tier candidates contemplating a run. A veteran Democratic consultant with no particular affinity for Harris told me that it was difficult to conceive of a rationale for a campaign against her. Consensus began building for Harris within minutes. As Georgetown University political scientist Jonathan Ladd wrote on social media, the party appears to be making its decision “in fast forward.” That leaves Harris in the dominant position. Biden endorsed her, which will help influence his most fervent supporters. Her task in the days ahead is to ward off potential challengers, consolidate support and contemplate running mates. The vice-presidential nomination should prove extremely attractive: a less than four-month campaign for the White House with virtually no chance of being blamed for a defeat. With democracy on the line, the incentive toward another round of partywide collective action is strong. Harris is not fully trusted as a top-tier candidate. She occasionally fumbles. She might lose a few White votes that Biden might have claimed. But she brings genuine strengths. She may excite some of the young voters – especially young women – who turned away from Biden. She may inspire new energy among Black voters. She gives women a different stake in the race than they had the day before Biden dropped out. Most important, she can effectively prosecute the moral, intellectual and political case against Trump, which is her primary mission. She has a lot to work with. It would be best for Democrats if she got to work quickly. Credit: Bloomberg  ",POSITIVE,2024-07-22
"'Problem in examination system': Rahul Gandhi, Akhilesh Yadav slam Pradhan over NEET row, Oppn demands resignation",https://www.moneycontrol.com/news/india/major-problem-in-examination-system-rahul-gandhi-slams-dharmendra-pradhan-opposition-demands-ministers-resignation-12774414.html,Politics,"Leader of Opposition in the Lok Sabha and Congress MP Rahul Gandhi lashed out in the Parliament on Monday concerning the Central government's handling of the NEET paper leak row, stating, ""It is evident to everyone that there is a significant problem with our examination system, affecting not just NEET but all major exams. The minister (Dharmendra Pradhan) has blamed everyone but himself. I doubt he even grasps the fundamental issues at play"". He also noted, ""The issue at hand is that millions of students in the country are deeply concerned and believe that the Indian examination system is compromised. There is a widespread perception that wealth can influence and manipulate the system. This sentiment is also shared by many in the Opposition"". Further questioning the Centre's handling of alleged paper leaks in competitive exams, Samajwadi Party chief Akhilesh Yadav slammed the government, claiming it is setting new records for paper leaks. ""Students nationwide are protesting, investigations are revealing more, and arrests are being made. My only request is that students will not receive justice as long as this minister remains in office,"" Yadav stated. Education Minister Dharmendra Pradhan, responding to the allegations, stated that exam results have been released according to the Supreme Court's directions. ""I prefer not to engage in politics, but I have records of how many paper leaks occurred during Akhilesh Yadav's tenure as Chief Minister of Uttar Pradesh,"" he said. Pradhan said he is serving at the ""mercy of my leader"" and stated that the government is ""collectively answerable"" for the situation. The Education minister defended his position, asserting that he has the support of his constituency and does not require validation from Parliament. He condemned Gandhi's characterisation of the examination system as ""rubbish,"" calling it an unfortunate statement. He also said, ""Over the past seven years, the National Testing Agency (NTA) has conducted more than 240 exams, with over 5 crore students applying and over 4 crore participating. While there have been incidents, the current case is under the Supreme Court's scrutiny, with the Chief Justice personally overseeing the proceedings"". Besides, Pradhan also took a dig at the previous government, referencing a ""remote control"" jab often used by the BJP against the Manmohan Singh administration. ""In 2010, three education reform bills were introduced by then-Minister Kapil Sibal, one of which aimed to prohibit unfair practices. The question remains: Why was that bill withdrawn? Was it due to pressure from private medical colleges? Now, those who questioned us are raising issues"", he noted. Opposition parties in the Lok Sabha raised concerns about exam paper leaks, demanding Pradhan’s resignation and the scrapping of the NEET, prompting Speaker Om Birla to call for a constructive discussion. Birla stated that widespread criticism could harm the perception of India's education system globally. He noted that the CBI and Supreme Court are already investigating the leaks and urged for the development of a better system rather than questioning all examinations. Following Birla's remarks, Rahul Gandhi attempted to speak but was not permitted. In protest, the LoP, along with other Opposition members from TMC and DMK, walked out of the House. Congress Deputy Leader Gaurav Gogoi led slogans demanding the resignation of Education Minister Dharmendra Pradhan. Following the Opposition's walkout, Congress MP Rahul Gandhi said, ""Education Minister Dharmendra Pradhan should have addressed the issue directly. Instead, he spoke about the Supreme Court and PM Modi but did not clarify his actions on the matter. NEET is a crucial issue for the youth. Despite our repeated requests for parliamentary discussion, the government shows no interest. We will continue to raise this issue and pressure the government"", during an interaction with the media.
       ",NEGATIVE,2024-07-22
India must play peacemaker in bloodied Bangladesh ,https://www.moneycontrol.com/news/opinion/india-must-play-peacemaker-in-bloodied-bangladesh-12774075.html,Politics,"Prime Minister Narendra Modi’s government can’t wash its hands of the bloodbath in Bangladesh – more than a 140 agitating young men have been already killed in the anti-quota protests rocking our neighbour – because India has a far bigger stake in Bangladesh than any other country in the whole world. Any upheaval there -- whether it leads to regime change or eventually dissipates – has grave implications for our national security. It’s therefore in our own strategic interests to sort out the mess on a war footing and restore normalcy there at any cost. It’s perfectly okay to take an official stand that the deadly turmoil in Bangladesh is its internal matter, advice Indian nationals there to steer clear of trouble and evacuate them if necessary, as our External Affairs Ministry has done in the circumstances. But India mustn’t stop at that because it is the resident power with onerous duties and responsibilities that it can shirk only at its own cost. As things stand today, New Delhi can’t afford to dither or look away. It has no option but to take charge as an elder brother, if not ‘big brother’, in its zone of influence. Hasina’s cancelled foreign trips indicate a big problem The volatility can be gauged from the fact that Bangladeshi Prime Minister Sheikh Hasina, who had to cut short her state visit to China last week and return home to quell the violent protests by university students against job quotas which gathered momentum in her absence, has now been compelled to cancel her tour of Spain and Brazil to handle the increasingly dangerous state of affairs. An indefinite national curfew and shoot-on-sight order is in force, the army, paramilitary, tanks and armoured carriers are patrolling the streets, mobile internet and broadband service is shut down and all trains have been cancelled by Hasina’s Awami League administration, turning the densely populated Muslim nation at our doorstep into a ticking time bomb. Fake news for sympathy Notably, even as Bangladesh burned, mid-week there were reports of opposition Bangladesh Nationalist Party leaders being closeted in the Chinese embassy in Dhaka with Beijing’s diplomats, who were joined by the Pakistani High Commissioner making it a threesome! These patently untrue stories were obviously planted in the media by Hasina’s government to gain India’s sympathies by characterising the skyrocketing turmoil as the handiwork of colluding anti-India BNP, Pakistani and Chinese saboteurs. Fortunately, New Delhi - which thoroughly monitors its backyard - has seen through all these canards. It is treating with equal disdain fabricated reports of anti-quota protestors demanding termination of India’s access to railways, roads and rivers in their country as one of the pre-conditions to call of their agitation. On Sunday, the Supreme Court scaled back the job quotas but hasn’t altogether abolished the highly discriminatory government job reservations which blatantly favour the Awami League and triggered the students’ rebellion. The judicial intervention is unlikely to restore normalcy immediately given the high number of casualties and brutalities inflicted by the army-police at Hasina’s behest which has created a chasm between the regime and ordinary Bangladeshis. India needs to counsel restraint In such a foreboding scenario, India’s task is cut out. Without wasting any time, New Delhi must counsel Hasina to control her temper and tongue after all the damage her loose talk, especially the abusive-derogatory term “Razakar”, has done. At the age of 76 and a four-term PM, she should speak like a grandmother-cum-elder statesman and not a rabble rouser hurtling the country into chaos and anarchy. Secondly, New Delhi must become the bridge between the Hasina government and protestors’ leaders so that the two sides sit across the table at the earliest. To put it bluntly, India’s mediation is the need of the hour in Bangladesh. Although India is known to be pro-Hasina, no one in Bangladesh is going to rebuff India if it comes forward as a peacemaker. Ukraine is very far away. Let’s start from our backyard where our standing is at an all-time high. India is the best third-party to end the spiral of violence and usher in peace after all the unnecessary bloodletting of the last few days. Hands-off policy is not realisitic Bangladesh is far too important for India to pursue a hands-off policy at this critical juncture. Let’s not forget that it is not just another neighbouring country like Pakistan, Nepal, Bhutan or Sri Lanka – it’s a lot more than that. Geographically, Bangladesh is well and truly embedded “inside” India. Save for a short boundary with Myanmar and the waters of the Bay of Bengal in the south, Bangladesh is surrounded by as many as five Indian states – West Bengal, Assam, Meghalaya, Tripura and Mizoram – on all sides. In that sense, Bangladesh is indeed “inside” India – and therefore far more important than a neighbour in the traditional sense. Bangladesh’s domestic politics and governance naturally impact India more than any other country in the world. A Bangladesh on the boil would be disastrous for India’s restive northeast. So the faster we act, the better for us and our dear neighbour.
       ",NEGATIVE,2024-07-22
Jammu in jihadist crosshairs,https://www.moneycontrol.com/news/opinion/jammu-in-jihadist-crosshairs-12774018.html,Politics,"Unlike financial analysts who start ringing alarm bells the moment they see corporate earnings either weaken or not in line with expectations in any quarter, security analysts (at least at the policy making level) seem to wait until the problem can no longer be explained away. Until then they prefer to quote statistics to convince everyone that everything is under control. From around 2021 there have been a series of terrorist strikes in this region, not just against civilians but also against security forces. And yet, these attacks were not considered as indicative of the shift in the area of operation from Kashmir valley to Jammu. It is only after the recent spate of ambushes of security force convoys by terrorists in the Jammu region that the security establishment has woken up to the growing presence and actions of jihadist terrorists south of Pir Panjal in J&K. Terrain hopping to avoid pressure The increase in terrorist actions in Jammu is not surprising. There was enormous security pressure in the Kashmir Valley. The shelf life of terrorists had reduced drastically, except for the odd killing of an unarmed civilian or off-duty security force official by the part-time, ‘hybrid’ terrorists active in Kashmir. It was therefore natural for terrorists, particularly the foreign (read Pakistani) terrorists to shift operations to Jammu where the terrain and geography provided them some cover, as well as easier ingress and egress routes. The fact that for close to two decades the Jammu region had been cleansed of terrorists also helped. There was just not the same laser focus on terrorism in the Jammu division that was there in Kashmir division. From around 2020, security forces had been thinned in the region and redeployed on other more active fronts. This has created some gaps in the security grid that could be exploited by the terrorists. Jammu gets reinforcements The security establishment is now once again beefing up troops in the region to hunt down the terrorists. But this could prove to be a bit of a long haul, especially if over the last three years or so the terrorists have re-established their networks of support and sustenance. As things stand, the intelligence grid of the security forces appears to be rusted. This will need to be made more robust for operations to become more effective. The engagement of security forces with locals is critical. But this too will take some doing because it will mean navigating through political grievances - people of the region feel they have been ignored and neglected - and social/communal tensions that have erupted in the last few years. Intelligence vacuum but… For now, there is no solid information or intelligence on the strength of terrorists active in the region. What is known is that these are not the garden variety hybrid terrorist that is common in Kashmir. If the terror attacks in Jammu are anything to go by, these are highly trained, disciplined, battle hardened terrorists, well versed in laying ambushes, adept in hit-and-run attacks, trained to use the terrain to their advantage to hide and strike. Signs point to Pakistan Army All these manifest attributes suggest that these are probably serving or recent retirees of Pakistan army (perhaps Special Services Group commandos), or predominantly Punjabi and some Pashtun Taliban aligned to Pakistan Army with experience of having waged jihad in Afghanistan. It still is not clear if they are surviving off the land or receiving support in the form of supplies and information - ideological, religious, political, or simply coerced - from locals. Given the areas in which attacks have taken place - from Poonch and Rajauri to Reasi, Kathua and Doda - it is unlikely if it is the same group. There are some estimates that 40-50 terrorists might be active, operating in groups of four-to-five. But that there could be more is not something that can be ruled out. From whatever is available in the public domain, it is also not clear if these terrorists are receiving instructions from their handlers sitting in Pakistan- occupied Kashmir or they are autonomous in their operations. What is clear is that the weapons they are using - US-made M4 assault rifles which are now awash in the arms bazaar in Pakistan - have given them an edge, more so because some of these are equipped with night vision devices. M4, AK-47 and Afghanistan spillover In a sense, the M4 in the 2020s is what the AK-47 was in the 1990s, when the security forces were still equipped with the unwieldy SLRs and police still carried .303 Lee Enfield rifles of WW-I vintage. It took a long time for Indian security forces to equip themselves with gear - rifles, helmets, bullet-proof vests - that was suited to anti-insurgency and counter-terrorism operations. The same is the case with the communications equipment. Back in the 1990s, while the terrorists used frequency hopping Kenwood sets, the security forces had vintage communication systems. Something similar is happening today. When the Americans abandoned Afghanistan, it was known that some of the weapons they had left behind would find their way into India. But as is the wont of the security establishment, no one really prepared for the inevitable. For some strange reason - is it a false sense of chivalry? - there appears to be a reluctance to deploy frontline weapon systems - drones, helicopters, etc. - to hunt down terrorists. It is almost as though these are being saved for some other day. Even as the security forces brace to carry out another Operation Sarp Vinash in Jammu, it is important that the security strategy be reviewed. Use Village Defence Councils but at least provide them with better weapons than outdated .303 rifles. Use the latest technologies available to gain an advantage over the terrorists and take them out with minimal loss of personnel. There is no chivalry in sacrificing our own forces because we want to convince the world that we fight like gentlemen against barbarians. Ensure that the insertion of new troops in Jammu is not by pulling out troops from Kashmir and reducing the pressure on terrorists in the Valley. Most of all, politicians and generals need to stop declaring premature victories and/or underestimating, downplaying the terrorist threat.
       ",NEGATIVE,2024-07-22
