title,url,type,date,content
AAVAS Financiers surges 3% as board approves NCD issue to raise Rs 630 crore,https://www.moneycontrol.com/news/business/markets/aavas-financiers-surges-3-as-board-approves-ncd-issue-to-raise-rs-630-crore-12825472.html,Stocks," September 19, 2024 / 15:01   ","Shares of AAVAS Financiers surged over 3 percent to Rs 1,871 per share on September 19 afterÂ the company approved issuance of non-convertible debentures (NCDs) to raise Rs 630 crore. NCDs are a type of debt instrument used by companies and institutions to raise funds from the public or institutional investors. So far this year, the stock of this housing finance company has surged 21 percent, beating benchmark Nifty 50's 16 percent surge. Earlier, AAVAS Financiers had hit 52-week high of Rs 1,978 per share on June 19, 2024. Catch all the market action on our LIVE blog In an exchange filing, the company said that the board approved issuance of Rs 63,000 rated, listed, senior, unsubordinated, secured, transferable, redeemable, Indian rupee denominated NCDs having a face value of Rs 1 lakh each, aggregating to an amount of Rs 630 crore on a private placement basis. The NCDs are planned to be listed on wholesale debt market of BSE.Â The tenure of NCDs is 5 years from the reference date, but the maturity date of these NCDs will be 5 years from their referance date. Aavas Financiers focuses on providing affordable loans to low- and middle-income customers, particularly in semi-urban and rural areas. The company offers a range of products, including home loans for purchasing, constructing, repairing, or extending residential properties. It operates in 14 states across India, including Rajasthan, Gujarat, Maharashtra, and Tamil Nadu, making it a key player in the housing finance sector. Currently, around 18 brokerages cover AAVAS Financiers stock, with 14 analysts suggesting a 'buy' call on the stock, while 2Â recommended a 'hold' call, and 2 shared a 'sell' rating. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. "
"Neogen Chemicals soars 13%, hits new all-time high amid heavy volumes",https://www.moneycontrol.com/news/business/markets/neogen-chemicals-soars-13-hits-new-all-time-high-amid-heavy-volumes-12825452.html,Stocks," September 19, 2024 / 14:44   ","Shares of Neogen Chemicals rallied over 13 percent to hit an all-time high of Rs 2,140 per share on September 19 amid volume spurt. Around 1.1 million shares were exchanged on BSE and NSE in intra-day deals, exceeding 1-week average of 0.3 million equity shares. With today's rise, the stock has extended its rally to 33 percent in the past one week, outperforming benchmark Nifty 50's 0.1 percent rise. Catch all the market action on our LIVE blog Neogen Chemicals specialises in manufacturing eco-friendly specialty chemicals used across the pharmaceutical, engineering, and agrochemical industries. The company has built strong expertise in Bromine and Lithium compounds, and more recently, advanced intermediates for the pharmaceutical and pesticide sectors. In its annual report, the management remained optimistic about the long-term growth of the chemicals sector, driven by the China+1 strategy, efforts to reduce chemical imports, robust R&D capabilities, and favorable government policies. To address challenges in the agrochemical market, Neogen is exploring non-agrochemical opportunities until the global market recovers. The company remains confident of achieving Rs 900-1,000 crore in revenues by FY26, anticipating a recovery in the latter half of this fiscal year. Government initiatives like â€˜Make in Indiaâ€™ and the PLI Scheme are expected to further support Neogenâ€™s growth, particularly in pharmaceutical intermediates and lithium-ion batteries for electric vehicles (EVs) and renewable energy storage. Currently, 7 brokerages have coverage on Neogen Chemicals stock, with 5 recommending a 'strong buy' on the counter while 2 are suggested a 'hold' rating. In the June ended quarter, Neogen Chemicals reported total revenue of Rs 169 crore, down from Rs 172 crore in the year-ago period. Net profit, meanwhile, increased to Rs 12 crore in Q1FY25 from Rs 11.4 crore in Q1FY23. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.  
       "
Cementâ€™s $100 billion illusion: Kotak says current valuations devoid of logic,https://www.moneycontrol.com/news/business/markets/cements-100-billion-illusion-kotak-says-current-valuations-devoid-of-logic-12825360.html,Stocks," September 19, 2024 / 13:30   ","The trouble for cement firms is far from over as expects expect the companies to end the first-half FY25 with higher than expected raw material costs, amid weak pricing and sluggish demand. Amid this, the current valuation of Indian cement companies appears increasingly unreasonable, according to Kotak Institutional Equities, especially considering the staggering $100 billion market capitalization of listed firms in the sector. This figure raises serious questions about the underlying fundamentals of the industry, particularly regarding the volume of cement these companies would need to sell to justify such valuations, the brokerage said in a recent strategy report. Follow our market blog to catch all the live action Kotak's analysis revealed that to match this market cap, Indian cement companies would need to sell approximately 20 billion tons of cement on an undiscounted basis, over 150 billion tons on a discounted basis (assuming a cost of equity of 12 percent), or an astronomical figure of 40 to 60 billion tons over the next 30 years, depending on the discounted cash flow (DCF) calculations. A staggering $100 billion market cap, but can they deliver? The implied volumes necessary to support these valuations are incredulous, according to Kotak. In fact, analysts noted a near-zero probability of achieving such sales levels, particularly when they examine the context of Indiaâ€™s GDP growth trajectory. To put this into perspective, China sold 44 billion tons of cement from 1995 to 2023 when its GDP grew at a rapid CAGR of 12 percent. It sold 34 billion tons during its peak growth phase from 2007 to 2023,Â  when GDP registered a growth of 10 percent CAGR.  Kotak identified 1994 as a key starting point for comparison, as China's cement sales volumes at the time were around 400 million tonsâ€”similar to Indiaâ€™s projected FY24 volumes of 419 million tons. The year 2007 also served as a significant benchmark, with Chinaâ€™s GDP per capita at US$2,700, closely aligned with Indiaâ€™s FY24 GDP per capita of US$2,600. Kotak noted that while the cement sector's profitability could exceed Kotak's assumed figure of US$5 per ton, historically however, it has often fallen short of market expectations. Nevertheless, cement companies have achieved a decent Cash Return on Capital Invested (CRoCI) during this time, suggesting that the assumed profit per ton is not unreasonably low. Cement firms' PE multiples devoid of valuation logic The analysis revealed strongly that the current market dynamics for Indian cement companies suggest a severe disconnect between valuation and underlying business fundamentals. In fact, the brokerage has challenged the street's approach to valuing cement stocks. It argued that a capex-intensive commodity business with a low fixed-asset turnover ratio of around 1x should not command high P/E or EV/EBITDA multiples. Each additional unit of volume requires significant investment, which negatively impacts free cash flow (FCF) and results in a low FCF-to-profit-after-tax (PAT) ratio. Given these factors, the current 30-40x P/E multiples for cement stocks lack sound valuation logic, Kotak said. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. "
"Kotak downgrades HCL Tech as stocks trades at full valuations, deal wins moderate",https://www.moneycontrol.com/news/business/stocks/kotak-downgrades-hcl-tech-as-stocks-trades-at-full-valuations-deal-wins-moderate-12825192.html,Stocks," September 19, 2024 / 13:08   ","As IT major HCL Technologies saw its counter zoom 22 percent in three months, Kotak Institutional Equities downgraded the information technology player to 'reduce' from 'add'. HCL Techâ€™s stock is up 5 percent, 22Â percent and 35 percent in the past one, three and 12 months,respectively. The company now trades at only a 9Â percent and 4Â percent discount to TCS andInfosys, significantly lower than the last five-yearÂ average.Â The stock trades at full valuations ofÂ 26X FY2026E earnings. At 1 pm, HCL Technologies shares were quoting RsÂ 1,737.65 on the NSE, lower by 1.1 percent compared to the previous session's closing price. Follow our live blog to catch all the updates ""We believe that HCLTech can deliver consistent industry-matching or industry-leading growth, led by a balanced portfolio of services and strength in cost takeout deals. However, the stock trades at full valuations at 26X FY2026E earnings,"" said the brokerage. However, there are headwinds as wellâ€”these include the anniversary of the Verizon deal and modest deal wins over the past few quarters, leading to lesser than ideal visibility for growth in FY2026E, added Kotak. The deal win total contract value has been moderateÂ in the past few quarters after the Verizon deal. The visibility of megaÂ deal-driven revenue is weak for FY2026E currently and requires wins in 2HFY25Â (assuming no wins in 2QFY25). As a result, HCL Tech will benefit from a recovery in industry growth inÂ FY2026E.Â However, the magnitude of growth will be a tad lower than peersÂ such as Infosys. ""The portfolio mix may limit the extent of recovery relative toÂ peers due to lesser exposure to BFS, especially in the US, where growthÂ recovery is stronger, higher exposure to retail, CPG and manufacturing,Â where there are incremental headwinds and an underperforming ERDportfolio, which faces downside risks,"" said Kotak. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. "
Info Edge shares rise 5% on BofA's double upgrade to 'buy',https://www.moneycontrol.com/news/business/info-edge-shares-rise-5-on-bofas-double-upgrade-to-buy-12825181.html,Stocks," September 19, 2024 / 13:01   ","Shares of Info Edge India Limited surged 5 percent to Rs 8,151Â during the session on September 19 after Bank of America (BofA) upgraded the stock to 'buy' from 'underperform' translating to a double upgrade amid robust growth prospects. The international brokerage has also raised the target price to Rs 9,000 from Rs 5,185. The new price target implies an upside potential of over 16 percent from the last close of Rs 7,741 on the National Stock Exchange. Follow our LIVE blog for all the latest market updates The brokerage firm suggests that Info Edge has a 70 percent market share, a dominant position, and there are no disruption risks. Furthermore, there is a steady revival in recruitment in the IT space from current levels. BofA added that the company's valuation adjusted for other internet companies such as Zomato and PB Fintech, has underperformed the Nifty, propping analysts to suggest that there is valuation comfort. The Naukri.com operator reported a 47 percent year-on-year (YoY) increase in net profit for the June quarter, reaching Rs 233 crore, compared to Rs 159 crore in the same period last year. Revenue grew by 8 percent, rising to Rs 677 crore from Rs 626 crore in the corresponding quarter of the previous year. The recruitment business saw continued growth in the first quarter, while the non-recruitment segments also expanded with reduced operating losses. Revenue from the recruitment business grew by 5.6 percent year-on-year. Among the non-recruitment verticals, 99acres (real estate) posted a 19.5 percent growth, Jeevansathi (matrimony) saw a 34.7 percent increase, and Shiksha (education) recorded an 18.4 percent rise. At about 1 pm, shares of the company were trading at Rs 7,852, higher by almost 2 percent from the last close on the NSE. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. "
Buy Tata Motors; target of Rs 1175: Emkay Global Financial,https://www.moneycontrol.com/news/business/stocks/buy-tata-motors-target-of-rs-1175-emkay-global-financial-12825247.html,Stocks," September 19, 2024 / 12:52   ","Emkay Global Financial's research report on Tata Motors TTMT stock price has corrected 16% from its peak, amid outlook downgrade at peer BMW (incl. due to muted China demand; link), and slowness in domestic CVs/PVs (incl. rising discounts/price cuts; link). We highlight that: i) for JLR, China is a relatively smaller market (~24% vs ~32% for BMW), while profitability and debt outlook are largely intact; ii) India CV outlook is improving, with margins likely to see strong increase led by healthy fleet operator profitability, sustained pricing discipline; iii) new launches, lower inventory would help outperformance vs a weak PV industry. TTMTâ€™s B/S is healthier now, with valuations least demanding among OEMs. We trim FY26E/27E EPS by ~2.5% (5%/11% revenue/PBT CAGR). Outlook We upgrade TTMT to BUY from Add, keeping our SoTP-based TP unchanged at Rs1,175/sh (incl. roll-over to Sep-26E). For all recommendations report,Â click here Disclaimer:Â The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. Tata Motors - 19092024 - emkay "
Buy AU Small Finance Bank; target of Rs 830: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-au-small-finance-bank-target-of-rs-830-motilal-oswal-12825230.html,Stocks," September 19, 2024 / 12:34   ","Motilal Oswal's research report on AU Small Finance Bank AU Small Finance Bank (AUBANK) is well-positioned for strong growth, demonstrating a steady improvement in operating profitability as it capitalizes on the synergies resulting from the merger. A high-yielding loan book following the merger and broader product offerings, especially in the South, will facilitate profitable growth in the coming years. The bankâ€™s recent application for a Universal Bank license is expected to streamline regulatory requirements, improve brand positioning, and foster growth by enhancing customer acquisition and deposit productivity. Although NIM may contract to 5.5-5.7% due to rising costs, improvements in disbursement yields and potential rate cuts are expected to enhance margins. We estimate the operating leverage to improve gradually with a C/I projection of 62% for FY25 and further recovery to 60% by FY27. The bank maintains robust asset quality with stable credit costs. It expects GNPA/ NNPA ratios to remain around 1.9%/0.6% by FY27 and PCR to improve to 70%. Outlook We estimate RoA to improve to 1.8% by FY27, aided by ~24% loan growth, resulting in a ~32% CAGR in earnings over FY25-FY27. We reiterate our BUY rating with a revised TP of INR830 (premised on 3.2x FY26E BV). For all recommendations report,Â click here Disclaimer:Â The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. AU Small Finance Bank - 19092024 - moti "
"Neutral Procter and Gamble Hygiene and HealthCare; target of Rs 17,000: Motilal Oswal",https://www.moneycontrol.com/news/business/stocks/neutral-procter-and-gamble-hygiene-and-healthcare-target-of-rs-17000-motilal-oswal-2-12825218.html,Stocks," September 19, 2024 / 12:28   ","Motilal Oswal's research report on Procter and Gamble Hygiene and HealthCare During the analyst meet, the management highlighted: (a) potential for double-digit sales growth, particularly in the feminine hygiene segment, in which per-capita spending is currently only one-sixth of that in China; (b) the possibility of accelerating revenue growth following a 1.5x increase in distribution reach compared to three years ago; (c) growing momentum in new portfolio innovations such as Whisper Ultra hygiene products and Vicks Roll-On for headaches; and (d) cost savings to continue (savings of INR1.13b in FY24, ~3% of sales). PG has delivered sales/EBITDA/APAT growth of 8%/13%/15% in FY24. Gross margin expanded by 400bp YoY to 61.6% during the year, out of which 260bp was reinvested in A&P (up 33 % YoY in FY24). EBITDA margin moderated by 120bp YoY to 23.4%. Outlook With a portfolio of essentials and healthcare, PGHH focuses on product innovation-led customer acquisition. Penetration play would continue, but at a stable pace, despite the high scope of user additions. The stock trades at expensive valuations of 62x/54x FY25E/FY26E P/E. We do not see any medium-term trigger. Reiterate Neutral with a TP of INR17,000 (55x Junâ€™26E EPS). For all recommendations report,Â click here Disclaimer:Â The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. P&G Hygiene and Healthcare - 19092024 - moti "
Hefty merchant banking fees: IPO could be a success but stock could well be in doldrums,https://www.moneycontrol.com/news/business/markets/hefty-merchant-banking-fees-ipo-could-be-a-success-but-stock-could-well-be-in-doldrums-12825117.html,Stocks," September 19, 2024 / 11:58   ","A hefty fee, which is significantly higher than the industry average, paid to a merchant banker may well ensure the success of an initial public offer (IPO) but it will not in any way guarantee the post-listing performance of a company, which is more linked to factors like fundamentals and governance among other things. And if there was any proof needed then one need not look very far. The current calendar year has seen two mainboard IPOs in which the merchant banking fee was in excess of seven percent of the issue size – significantly higher than the industry average of 2-3 percent. Even if one considers the smaller-sized issues of less than Rs 500 crore, the average merchant banking fee has been less than four percent for IPOs. Take the example of Saraswati Saree Depot. The Kolhapur-based company launched its Rs 160 crore IPO in August and was subscribed nearly 47 times. Data from Prime Database shows that the company paid 7.82 percent as merchant banking fee. Interestingly, the stock has fallen almost 17 percent since listing even though the benchmark Sensex has been up nearly three percent during the period. While the financials of the company may look robust, analysts have certain concerns about the company. Saraswati Saree Depot's business is a high-volume and low-margin business and it is dependent on third-party suppliers for sourcing its products which is a major risk, said Swastika Investmart in a note. The company operates exclusively in the wholesale segment and does not have any presence in the retail market. “The absence of ownership of any retail brands subjects them to a certain degree of risk due to a potential lack of visibility in the public domain and this would lead to a reduced market share for the company,” said Canara Bank Securities in a report. Another company, BLS E-Services, launched its IPO in January this year to raise Rs 310 crore. The issue was subscribed a massive 83 times with the company paying the merchant banker 7.24 percent of the issue size as fees. The stock of the company is down 27 percent since listing even as the Sensex gained 15 percent during the period.  Experts said that at times companies are forced to pay higher fees to the bankers if the financials and other fundamentals are not robust. “If the company is difficult to sell, investment banking fees could be high,” said the head of a leading investment banking firm. There could also be instances where bankers that are charging higher fees are providing more than listing services, says Nirav Karkera of Fisdom. “These services could be creating enough demand by doing roadshows post listing, or through the listing also. Many companies are trying to go for an IPO, so the banker has the ability to squeeze higher fees in some deals where certain investment bankers are not willing to touch,” he said. Another person, on the condition of anonymity, said, “If people are going to happily subscribe for an IPO, why should the company pay a higher fee to the banker? The company will pay more fees only if the general narrative towards the company is weak and the banker is incentivised to ensure high subscription.” Incidentally, 2024 is not the only year which has such instances. Way back in 2005, Pyramid Retail paid 12.07 percent of the issue size as merchant banking fees. The retail chain was acquired in 2007 after which it went downhill and while there were efforts to revive the company by re-branding stores, the strategy did not work due to the poor financials as well as economic downturn. Another company, Bartronics India, which listed in December 2005, paid 7.7 percent as merchant banking fee. The company was suspended from trading in 2022. However, not every company which paid the highest fee in 2024 has shown poor performance.Platinum Industries, which paid 6.31 percent as merchant banking fees, has seen its stock price surge 76 percent since listing in February as compared to Sensex returns of 12 percent. Similarly, shares of J G Chemicals have surged 136 percent as compared to Sensex gain of 14 percent since its listing in March. The company paid 5.52 percent of the issue size as fees. Disclaimer: The views and investment tips expressed by experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.​​​ "
"Vodafone Idea, Indus Towers shares plummet 15% as Supreme Court upholds AGR ruling",https://www.moneycontrol.com/news/business/stocks/vodafone-idea-indus-towers-shares-locked-in-at-10-lower-circuit-as-supreme-court-upholds-agr-ruling-12825179.html,Stocks," September 19, 2024 / 14:31   ","Telecom stocks faced selling pressure during September 19 trade as the Supreme Court rejected telecommunication companies' plea for the re-computation of adjusted gross revenue (AGR) dues. Bharti Airtel and Vodafone Idea were among the telcos to have filed the curative petition, alleging grave error in the calculation of dues the department of telecommunication. Shares of debt-laden telecom operator Vodafone Idea crashed over 15 percent. At 12.45 pm, Vi shares were quoting Rs 11.41 apiece on the NSE. Meanwhile Indus Towers' stock price which had plummeted over 14 percent, trimmed losses to quote Rs 397, down 7.5 percent. Bharti Airtel shares were quoting Rs 1,701 apiece, up two percent on the NSE. On August 28, 2024, Indus Towers' board approved a share buyback of 5.67 crore shares, which will increase Bharti Airtel's stake in the company to over 50 percent. This will made Indus Towers a subsidiary of Bharti Airtel. Follow our live blog to catch all the updates Vodafone Idea's curative petition in the AGR case sought three main reliefs: correcting arithmetic and clerical errors in the AGR demand; requesting that the penalty be limited to 50 percent of the shortfall; and revising the interest rate on the penalty to 2 percent above the State Bank of India's prime lending rate. According to IIFL Securities, the cash flow situation for Vodafone Idea is expected to become more challenging without relief from the court. The dismissal of the curative petition brings a slight positive outlook for Bharti Airtel, especially concerning potential market share gains. However, it remains to be seen whether Vodafone Idea can proceed with its debt-raising plans following the unfavorable Supreme Court verdict. Raising debt is crucial for Vodafone Idea to continue with its capital expenditure plans. On September 6, Goldman Sachs reaffirmed its bearish rating on beleaguered telco Vodafone Idea. The brokerage believes that the country’s third-largest telecom operator will be unable to stop the relentless erosion of its market-share, despite its recent capital raise. “Our analysis suggests a direct correlation between capex and revenue market share, and given our expectation of peers spending at least 50 percent higher capex versus Vodafone Idea, we forecast another 300 bps share loss for the company over the next 3-4 years,” said Goldman Sachs in its report. In an optimistic scenario - where the company's adjusted gross revenue (AGR) dues are slashed by 65 percent, tariffs consistently increase, and no near-term government repayments are required - Goldman sees a best-case implied value per share of Rs 19. On July 15, the Supreme Court acknowledged Vodafone Idea's submission challenging its 2019 ruling on payments owed to the government. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. "
Buy Karur Vysya Bank; target of Rs 270: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/buy-karur-vysya-bank-target-of-rs-270-icici-securities-2-12825177.html,Stocks," September 19, 2024 / 11:49   ","ICICI Securities research report on Karur Vysya Bank We hosted Karur Vysya Bank (KVB) for overseas NDR. The investors seem to have acknowledged the remarkable transformational journey of KVB under the current management with steady growth and superior RoA. The management explained the hard work behind the numbers, suggesting that superior performance / delivery on NIM, growth, asset quality and RoA are structural and outcome of the multiple initiatives undertaken. The bank acknowledged headwinds on systemic deposits growth, NIM and credit costs but explained the steps it is taking to mitigate the same. The bank has one of the lowest LDRs (83%) and one of the highest LCRs (185%), and thus, should sustain ~15% CAGR in loan for FY24â€“26E. KVBâ€™s all-inclusive SMA 1+2 (<0.5%) and NNPA (<0.4%), being amongst the lowest, alongside its limited (<3%) exposure to unsecured retail, nourishes our confidence of benign credit costs. Outlook Our estimates are unchanged. Overall, we expect KVB to sustain its leadership on RoA/RoE within mid and small private banks space. Maintain BUY with an unchanged target price of INR 270, valuing the stock at ~1.6x FY26E ABV. Key risk is slower-than-expected deposits growth impacting growth and NIM. For all recommendations report,Â click here Disclaimer:Â The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. Karur Vysya Bank - 19092024 - icici "
"Sunteck Realty soars 6% on heavy volumes, technical breakout",https://www.moneycontrol.com/news/business/markets/sunteck-realty-soars-6-on-heavy-volumes-technical-breakout-12825149.html,Stocks," September 19, 2024 / 11:49   ","Shares of Sunteck Realty surged over 6 percent on September 19 to hit an intraday high of Rs 620 on NSE amid heavy volumes. So far in the day, 54 lakh shares of the company changed hands on BSE and NSE combined, compared to the one-month average trading volume of 6 lakh shares. The surge in volumes comes after Sunteck Realty informed that its executives will meet with analysts and institutional investors in Edinburgh and London between September 23-25, organized by Motilal Oswal Financial Services. Additionally, the technical chart showed a triangle breakout pattern, and Wave 5 unfolding. At 11:16 am, Sunteck Realty shares were trading over 2 percent higher at Rs 585.60 on NSE. The stock has rallied 31 percent so far this year, outperforming Nifty's returns of 16 percent. In the past 12 months, the counter has risen 35 percent. In comparison, Nifty rose 27 percent during this period. Prabhudas Lilladher is bullish on Sunteck Realty and recommended a 'buy' rating on the stock with a target price of Rs 700 in its research report dated August 19, 2024. Given likely strong cash flow generation and JV with IFC, the brokerage expects the firm to step up new project additions which will be a key catalyst for stock performance. According to analysts, Sunteck Realty's proven ability to market ultra-luxury projects, aggressive and multi-pronged land acquisition capabilities in various micro markets across Mumbai Metropolitan Region (MMR) is an interesting play on Mumbaiâ€™s high-value real estate market. Follow our market blog to catch all the live action ""We expect companyâ€™s pre-sales to grow +25% CAGR over FY24-26E aided by ongoing projects and strong new launches pipeline including new Dubai JV project,"" the brokerage said. Adoption of asset-light model has enabled the company to acquire scale without straining its balance sheet. ""Maintain â€˜Buyâ€™ rating with a revised TP of Rs. 700/share as we incorporate Dubai project,"" PL added. For the quarter ended June 2024, Sunteck Realty's financials saw a dramatic increase of 348.16 percent year-on-year, with the profit standing at Rs 22.78 crore. This was a significant turnaround as the company had declared a loss of Rs 6.74 crore in the same period of the previous fiscal year. However, compared to the previous quarter, the revenue declined by 25.91 percent.Â The company's Selling, General & Administrative (SG&A) expenses rose by 9.08 percent YoY. Despite the rise in expenses, the operating income showed a remarkable year-over-year increase of 403.44 percent, although it was down by 81.36 percent sequentially. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. "
Hold Mahanagar Gas; target of Rs 1864: Prabhudas Lilladher,https://www.moneycontrol.com/news/business/stocks/hold-mahanagar-gas-target-of-rs-1864-prabhudas-lilladher-12825151.html,Stocks," September 19, 2024 / 11:32   ","Prabhudas Lilladher's research report on Mahanagar Gas Future growth for MGL is poised to be driven by GA3, where penetration remains significantly lower compared to the more established GA1 and GA2. Robust performance in the industrial segment would further support its growth trajectory. However, margins could taper off given the falling domestic gas allocation, while the possibility of fuel price cuts could impact its competitive positioning. Outlook Thus, we build in a volume of 6% CAGR over FY24-27E to 4.3mmscmd. EBITDA/scm is estimated at Rs10.5 for FY25E, and Rs10/10 for FY26/27E. Upgrade rating from â€˜SELLâ€™ to â€˜HOLDâ€™ with a TP of Rs1,864 based on 18x avg FY26/27EPS. For all recommendations report,Â click here Disclaimer:Â The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. Mahanagar Gas - 19092024 - prabhu "
DCX Systems shares rise 5% on Rs 154-cr order win from Israel,https://www.moneycontrol.com/news/business/dcx-systems-shares-rise-5-on-rs-154-cr-order-win-from-israel-12825107.html,Stocks," September 19, 2024 / 11:37   ","Shares of DCX Systems Limited surged 5 percent to Rs 355 in morning trade on September 19 after the company announced it has received an export orderÂ from Israel's Elta System worth RsÂ 154.80 crore. In a regulatory filing to the exchanges, DCX Systems said that the order is related to theÂ supply of RF Electronic Modules and is expected to be completed within 12 months. Follow our LIVE blog for all the latest market updates This is the second order win in 2 days after its subsidiary secured an industrial license from the Cochin Special Economic Zone (CSEZ) to manufacture and test microwave submodules, along with avionics and defence electronic equipment. The newly acquired license permits DCX Systemsâ€™ wholly-owned subsidiary to manufacture items classified under CATEGORY-A, according to the Ministry of Defence Security Manual. These products are considered highly classified and sensitive, representing the highest level of security in defence manufacturing. The granted license is valid for 15 years. In the recently concluded June quarter, DCX Systems reported a 19 percent year-on-year decline in revenue, with net profit plunging by 69 percent. The company also recorded an operating loss of Rs 4.8 crore, primarily due to rising costs. Despite these challenges, KR Choksey remains optimistic about the company's long-term prospects. The brokerage expects more clarity on growth acceleration in the second quarter, supported by a strong order pipeline. It has maintained its earnings estimates for FY25 and FY26, citing a robust order book, an increased focus on cable and wire harnessing, and the commercial production of Raneal Advanced Systems as key drivers. At about 11 am, shares of the company were trading at Rs 348, higher by 3 percent from the previous close on the NSE. DCX shares have rallied 6 percent this week. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.  
       "
Power Grid stock rises as Jefferies issues buy; up to 17% upside seen,https://www.moneycontrol.com/news/business/markets/power-grid-stock-rises-as-jefferies-issues-buy-up-to-17-upside-seen-12825087.html,Stocks," September 19, 2024 / 10:30   ","Shares of Power Grid Corporation gained over a percent as Jefferies issued a 'buy' call on Power Grid with a target price of Rs 390 per share. The management has maintained its FY25 capex guidance and is optimistic about growth continuing until FY27. Currently, Rs 1 lakh crore worth of bids are in the tendering stages, up 1.8x year-on-year, providing strong visibility on future growth, the brokerage said. Jefferies also noted that the re-tendering of a Rs 12,700 crore order is expected to have only a minor impact on the company's overall guidance. Key drivers for potential stock upside include the robust bid pipeline and the prospect of higher dividend payouts, it added. Follow our market blog to catch all the live action Power Grid Corporation informed on Wednesday that it has been declared as the successful bidder under tariff-based competitive bidding to establish an Inter-State transmission system for the project namely “Transmission System for evacuation of power from Rajasthan REZ Phase IV (Part 2: 5.5 GW) (Jaisalmer/ Barmer Complex): Part H1” on build, own operate and transfer (BOOT) basis. ""The Letter of Intent (LoI) has been received by Power Grid Corporation of India Limited on 18th September 2024. The project comprises the establishment of new 765/400/220kV sub-station at Kurawar, 765kV & 400kV D/C Transmission Lines and associated bays extension works at other existing substation in the State of Madhya Pradesh. At 10:17 am, Power Grid Corp shares were trading 0.8 percent higher at Rs 337.10 on NSE. The stock has rallied 41 percent so far this year, outperforming Nifty's returns of 16 percent. In the past 12 months, the counter has risen 65 percent. In comparison, Nifty rose 27 percent during this period. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. "
